57.903	4.040
58.340	4.044
59.340	4.048
60.340	4.006
61.341	3.940
62.341	3.868
63.340	3.800
64.340	3.729
65.340	3.662
66.340	3.594
67.341	3.525
68.341	3.464
69.340	3.404
70.340	3.338
71.340	3.271
72.340	3.206
73.340	3.136
74.340	3.072
75.340	3.014
76.341	2.956
77.340	2.894
78.340	2.822
79.340	2.758
80.340	2.698
81.340	2.641
82.340	2.581
83.340	2.521
84.341	2.458
85.340	2.400
86.340	2.340
87.341	2.279
88.341	2.224
89.340	2.164
90.340	2.102
91.341	2.047
92.340	1.986
93.340	1.929
94.341	1.875
95.341	1.814
96.341	1.763
97.340	1.701
98.340	1.655
99.340	1.593
100.340	1.540
101.341	1.484
102.340	1.436
103.340	1.374
104.340	1.322
105.341	1.272
106.340	1.217
107.341	1.164
108.340	1.112
109.340	1.062
110.340	1.008
111.341	0.963
112.340	0.910
113.340	0.856
114.340	0.810
115.340	0.761
116.341	0.710
117.340	0.665
118.341	0.618
119.340	0.570
120.341	0.520
121.341	0.471
122.340	0.424
123.340	0.376
124.341	0.323
125.341	0.270
126.340	0.219
127.341	0.162
128.340	0.119
129.340	0.127
130.341	0.122
131.340	0.117
132.341	0.117
133.341	0.113
