Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
8.30	21.89	21.87	3.51
9.29	21.87	21.88	3.51
10.29	21.90	21.89	3.51
11.29	21.90	21.89	3.51
12.27	21.88	21.87	53.93
13.27	21.90	21.90	141.03
14.26	21.87	21.87	251.05
15.26	21.92	21.91	325.92
16.24	21.88	21.89	419.13
17.24	21.90	21.91	461.92
18.24	21.91	21.90	461.92
19.24	21.91	21.92	472.61
20.24	21.92	21.94	478.73
21.23	21.91	21.92	478.73
22.23	21.90	21.93	480.25
23.23	21.90	21.91	487.90
24.23	21.91	21.92	486.37
25.23	21.95	21.94	495.54
26.23	21.95	21.95	495.54
27.23	21.94	21.92	497.06
28.23	21.95	21.94	495.54
29.23	21.96	21.97	495.54
30.23	21.99	21.97	495.54
31.23	21.95	21.93	495.54
32.23	21.94	21.96	497.06
33.23	21.99	21.97	497.06
34.23	21.98	22.00	497.06
35.23	21.98	22.00	495.54
36.23	21.97	21.99	495.54
37.23	21.96	21.94	495.54
38.23	22.00	21.95	495.54
39.23	21.97	21.95	495.54
40.23	21.98	21.96	498.59
41.23	21.96	21.98	495.54
42.23	21.99	21.98	497.06
43.23	21.99	21.98	495.54
44.23	21.96	21.95	495.54
45.23	21.98	21.99	495.54
46.23	22.01	22.00	495.54
47.23	22.02	21.98	497.06
48.23	22.00	21.98	495.54
49.23	21.99	21.97	497.06
50.23	22.02	21.99	495.54
51.23	22.00	21.99	498.59
52.23	21.99	21.98	495.54
53.23	22.00	21.97	497.06
54.23	22.01	21.99	497.06
55.23	21.99	22.01	494.01
56.23	21.98	21.96	495.54
57.23	21.97	21.97	495.54
58.23	21.99	22.02	495.54
59.23	21.98	21.95	495.54
60.23	21.97	21.99	494.01
61.23	22.01	21.99	495.54
62.23	22.00	21.98	495.54
63.23	21.98	21.96	495.54
64.23	22.01	22.00	497.06
65.23	21.95	21.96	497.06
66.23	22.01	22.01	495.54
67.23	21.99	21.98	495.54
68.23	21.98	21.98	495.54
69.23	22.00	21.97	498.59
70.23	21.99	21.99	495.54
71.23	21.98	21.98	494.01
72.23	22.01	22.00	497.06
73.23	21.95	21.96	495.54
74.23	21.97	21.98	495.54
75.23	21.98	21.99	492.48
76.23	21.96	21.96	498.59
77.23	22.00	21.98	497.06
78.23	21.98	21.95	495.54
79.23	21.99	22.00	495.54
80.23	21.99	21.99	497.06
81.23	21.98	21.99	495.54
82.23	21.96	21.93	495.54
83.23	22.01	21.99	497.06
84.23	21.99	21.97	495.54
85.23	21.97	21.95	495.54
86.23	21.99	21.99	495.54
87.23	21.99	21.99	497.06
88.23	21.99	21.96	495.54
89.23	21.98	21.98	495.54
90.23	21.98	21.98	497.06
91.23	21.97	21.98	495.54
92.23	21.98	21.99	497.06
93.23	21.97	21.98	495.54
94.23	21.99	21.99	495.54
95.23	21.98	21.98	495.54
96.23	21.98	22.01	495.54
97.23	21.98	21.99	495.54
98.23	21.97	21.97	497.06
99.23	21.99	21.99	495.54
100.23	22.02	22.03	497.06
101.23	21.98	21.99	497.06
102.23	22.01	21.99	495.54
103.23	22.01	22.00	495.54
104.23	21.99	22.02	497.06
105.23	22.00	21.97	495.54
106.23	22.05	22.04	495.54
107.23	22.06	22.05	495.54
108.23	22.08	22.09	495.54
109.23	22.06	22.05	495.54
110.23	22.09	22.10	497.06
111.23	22.09	22.10	497.06
112.23	22.12	22.13	497.06
113.23	22.15	22.16	497.06
114.23	22.19	22.19	495.54
115.23	22.22	22.24	495.54
116.23	22.22	22.21	495.54
117.23	22.25	22.28	495.54
118.23	22.30	22.35	495.54
119.23	22.27	22.34	497.06
120.23	22.32	22.38	495.54
121.23	22.38	22.41	495.54
122.23	22.40	22.41	495.54
123.23	22.47	22.49	495.54
124.23	22.49	22.53	497.06
125.23	22.52	22.53	495.54
126.23	22.53	22.59	495.54
127.23	22.58	22.62	506.23
128.23	22.59	22.69	495.54
129.23	22.64	22.71	497.06
130.23	22.69	22.73	495.54
131.23	22.71	22.76	495.54
132.23	22.76	22.84	495.54
133.23	22.81	22.92	495.54
134.23	22.86	22.92	497.06
135.23	22.91	22.99	497.06
136.23	22.91	22.98	495.54
137.23	22.96	23.05	495.54
138.23	22.98	23.05	494.01
139.23	23.03	23.12	495.54
140.23	23.08	23.19	495.54
141.23	23.12	23.18	497.06
142.23	23.16	23.26	495.54
143.23	23.23	23.31	495.54
144.23	23.26	23.35	497.06
145.23	23.33	23.38	495.54
146.23	23.33	23.36	495.54
147.23	23.42	23.42	495.54
148.23	23.43	23.44	495.54
149.23	23.53	23.61	495.54
150.23	23.58	23.67	495.54
151.23	23.63	23.69	495.54
152.23	23.67	23.70	490.95
153.23	23.69	23.69	495.54
154.23	23.77	23.75	495.54
155.23	23.81	23.77	495.54
156.23	23.86	23.78	495.54
157.23	23.87	23.85	495.54
158.23	23.93	23.96	497.06
159.23	23.96	24.07	495.54
160.23	24.02	24.14	495.54
161.23	24.12	24.17	495.54
162.23	24.17	24.17	495.54
163.23	24.28	24.27	495.54
164.23	24.36	24.32	497.06
165.23	24.46	24.39	495.54
166.23	24.49	24.47	495.54
167.23	24.52	24.49	495.54
168.23	24.60	24.59	495.54
169.23	24.66	24.64	495.54
170.23	24.70	24.64	495.54
171.23	24.82	24.75	497.06
172.23	24.89	24.83	495.54
173.23	24.94	24.95	492.48
174.23	25.00	25.00	497.06
175.23	25.08	25.12	495.54
176.23	25.08	25.14	495.54
177.23	25.18	25.21	495.54
178.23	25.23	25.26	497.06
179.23	25.34	25.32	495.54
180.23	25.43	25.39	497.06
181.23	25.50	25.49	495.54
182.23	25.54	25.54	497.06
183.23	25.68	25.68	495.54
184.23	25.80	25.78	497.06
185.23	25.83	25.82	495.54
186.23	25.91	25.89	495.54
187.23	25.99	25.96	495.54
188.23	26.08	26.08	495.54
189.23	26.21	26.16	495.54
190.23	26.28	26.26	495.54
191.23	26.30	26.34	495.54
192.23	26.41	26.41	492.48
193.23	26.45	26.46	495.54
194.23	26.54	26.51	498.59
195.23	26.64	26.56	497.06
196.23	26.67	26.62	497.06
197.23	26.78	26.71	495.54
198.23	26.96	26.84	495.54
199.23	27.06	26.94	495.54
200.23	27.17	27.03	495.54
201.23	27.31	27.14	495.54
202.23	27.41	27.24	497.06
203.23	27.48	27.37	497.06
204.23	27.54	27.47	495.54
205.23	27.65	27.66	498.59
206.23	27.80	27.86	494.01
207.23	27.88	27.93	495.54
208.23	28.04	28.03	495.54
209.23	28.15	28.08	495.54
210.23	28.26	28.14	495.54
211.23	28.40	28.25	495.54
212.23	28.56	28.39	497.06
213.23	28.71	28.55	497.06
214.23	28.80	28.73	489.42
215.23	28.97	28.95	495.54
216.23	29.06	29.02	495.54
217.23	29.19	29.10	495.54
218.23	29.29	29.21	497.06
219.23	29.43	29.37	495.54
220.23	29.57	29.53	495.54
221.23	29.74	29.69	495.54
222.23	29.91	29.87	498.59
223.23	30.01	29.99	495.54
224.23	30.13	30.10	494.01
225.23	30.29	30.23	495.54
226.23	30.46	30.36	498.59
227.23	30.57	30.47	495.54
228.23	30.68	30.56	494.01
229.23	30.81	30.68	495.54
230.23	30.98	30.84	495.54
231.23	31.06	30.94	495.54
232.23	31.20	31.05	497.06
233.23	31.34	31.19	495.54
234.23	31.49	31.38	497.06
235.23	31.65	31.55	495.54
236.23	31.80	31.72	497.06
237.23	31.95	31.86	495.54
238.23	32.08	32.05	497.06
239.23	32.18	32.18	500.12
240.23	32.28	32.32	495.54
241.23	32.45	32.42	495.54
242.23	32.64	32.50	492.48
243.23	32.84	32.61	495.54
244.23	32.99	32.75	497.06
245.23	33.14	32.89	495.54
246.23	33.27	33.04	495.54
247.23	33.39	33.20	495.54
248.23	33.51	33.35	495.54
249.23	33.67	33.48	487.90
250.23	33.78	33.60	495.54
251.23	33.93	33.73	495.54
252.23	34.07	33.85	495.54
253.23	34.23	34.05	495.54
254.23	34.35	34.19	495.54
255.23	34.50	34.38	495.54
256.23	34.64	34.51	495.54
257.23	34.78	34.66	497.06
258.23	34.89	34.75	495.54
259.23	35.07	34.93	495.54
260.23	35.20	35.06	495.54
261.23	35.35	35.20	497.06
262.23	35.48	35.36	495.54
263.23	35.61	35.51	495.54
264.23	35.81	35.62	497.06
265.23	35.99	35.72	495.54
266.23	36.17	35.86	495.54
267.23	36.30	35.99	498.59
268.23	36.46	36.09	495.54
269.23	36.63	36.21	494.01
270.23	36.71	36.34	497.06
271.23	36.85	36.50	495.54
272.23	37.01	36.64	495.54
273.23	37.19	36.80	497.06
274.23	37.34	36.93	497.06
275.23	37.44	37.04	495.54
276.23	37.60	37.23	497.06
277.23	37.71	37.43	495.54
278.23	37.85	37.61	497.06
279.23	38.02	37.70	495.54
280.23	38.21	37.89	495.54
281.23	38.37	38.04	495.54
282.23	38.46	38.12	495.54
283.23	38.60	38.25	498.59
284.23	38.78	38.47	495.54
285.23	38.91	38.68	495.54
286.23	39.06	38.79	495.54
287.23	39.19	38.90	497.06
288.23	39.34	38.99	495.54
289.23	39.53	39.12	495.54
290.23	39.63	39.20	495.54
291.23	39.76	39.32	495.54
292.23	39.91	39.51	495.54
293.23	40.01	39.71	495.54
294.23	40.18	39.88	501.65
295.23	40.33	40.01	495.54
296.23	40.50	40.15	497.06
297.23	40.66	40.27	495.54
298.23	40.82	40.35	495.54
