Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
185.07	40.37	39.91	753.77
186.07	40.51	40.07	749.19
187.07	40.66	40.21	749.19
188.07	40.85	40.35	749.19
189.07	40.99	40.48	743.08
190.07	41.16	40.65	747.66
191.07	41.28	40.83	750.72
192.07	41.47	41.06	749.19
193.07	41.61	41.18	746.13
194.07	41.75	41.33	747.66
195.07	41.90	41.47	749.19
196.07	42.03	41.60	750.72
197.07	42.17	41.74	749.19
198.07	42.32	41.83	750.72
199.07	42.48	42.01	749.19
200.07	42.59	42.14	749.19
201.07	42.72	42.26	749.19
202.07	42.88	42.43	749.19
203.07	43.03	42.61	749.19
204.07	43.19	42.71	749.19
205.07	43.30	42.85	749.19
206.07	43.48	42.97	749.19
207.07	43.64	43.12	750.72
208.07	43.78	43.30	749.19
209.07	43.92	43.43	750.72
210.07	44.05	43.60	749.19
211.07	44.22	43.76	752.24
212.07	44.33	43.91	747.66
213.07	44.48	44.05	749.19
214.07	44.66	44.24	749.19
215.07	44.78	44.41	749.19
216.07	44.92	44.56	749.19
217.07	45.06	44.70	749.19
218.07	45.21	44.83	750.72
219.07	45.36	44.93	749.19
220.07	45.47	45.05	749.19
221.07	45.64	45.22	749.19
222.07	45.82	45.40	749.19
223.07	45.94	45.50	749.19
224.07	46.09	45.64	749.19
225.07	46.24	45.81	749.19
226.07	46.33	45.94	753.77
227.07	46.51	46.10	756.83
228.07	46.63	46.21	749.19
229.07	46.77	46.36	749.19
230.07	46.93	46.49	753.77
231.07	47.09	46.62	747.66
232.07	47.22	46.75	750.72
233.07	47.36	46.90	749.19
234.07	47.51	47.02	749.19
235.07	47.64	47.10	749.19
236.07	47.76	47.24	749.19
237.07	47.98	47.42	749.19
238.07	48.12	47.56	749.19
239.07	48.27	47.75	749.19
240.07	48.39	47.89	749.19
241.07	48.51	48.07	749.19
242.07	48.68	48.26	749.19
243.07	48.82	48.41	749.19
244.07	48.97	48.54	749.19
245.07	49.13	48.72	749.19
246.07	49.23	48.83	749.19
247.07	49.42	48.98	749.19
248.07	49.56	49.16	750.72
249.07	49.64	49.28	747.66
250.07	49.81	49.48	750.72
251.07	49.98	49.61	743.08
252.07	50.14	49.76	749.19
253.07	50.27	49.88	749.19
254.07	50.42	50.01	750.72
255.07	50.53	50.11	749.19
256.07	50.70	50.27	749.19
257.07	50.85	50.43	749.19
258.07	50.98	50.52	747.66
259.07	51.14	50.68	749.19
260.07	51.27	50.77	749.19
261.07	51.41	50.93	749.19
262.07	51.58	51.05	749.19
263.07	51.72	51.18	749.19
264.07	51.86	51.30	747.66
265.07	52.00	51.45	749.19
266.07	52.14	51.58	749.19
267.07	52.29	51.75	750.72
268.07	52.42	51.86	747.66
269.07	52.58	51.97	749.19
270.07	52.73	52.12	749.19
271.07	52.83	52.21	749.19
272.07	52.99	52.40	746.13
273.07	53.15	52.55	749.19
274.07	53.26	52.66	749.19
275.07	53.41	52.80	749.19
276.07	53.56	53.00	749.19
277.07	53.71	53.13	749.19
278.07	53.87	53.27	749.19
279.07	54.00	53.44	749.19
280.07	54.14	53.61	749.19
281.07	54.26	53.71	749.19
282.07	54.43	53.87	749.19
283.07	54.54	53.99	750.72
284.07	54.69	54.16	749.19
285.07	54.83	54.31	749.19
286.07	54.97	54.49	747.66
287.07	55.05	54.61	750.72
288.07	55.22	54.78	749.19
289.07	55.36	54.96	749.19
290.07	55.49	55.03	749.19
291.07	55.63	55.22	749.19
292.07	55.77	55.34	749.19
293.07	55.91	55.46	743.08
294.07	56.03	55.59	749.19
295.07	56.19	55.77	749.19
296.07	56.34	55.93	749.19
297.07	56.46	56.05	749.19
298.07	56.61	56.11	749.19
299.07	56.75	56.26	749.19
300.07	56.87	56.38	749.19
301.07	57.03	56.56	749.19
302.07	57.15	56.66	749.19
303.07	57.32	56.85	749.19
304.07	57.43	56.97	747.66
305.07	57.56	57.12	749.19
306.07	57.74	57.29	749.19
307.07	57.88	57.41	750.72
308.07	57.98	57.48	749.19
309.07	58.13	57.64	749.19
310.07	58.32	57.77	749.19
311.07	58.41	57.86	749.19
312.07	58.55	57.99	749.19
313.07	58.70	58.13	749.19
314.07	58.83	58.30	749.19
315.07	58.95	58.45	747.66
316.07	59.06	58.59	749.19
317.07	59.19	58.73	747.66
318.07	59.35	58.92	749.19
319.07	59.51	59.04	750.72
320.07	59.65	59.16	749.19
321.07	59.80	59.32	749.19
322.07	59.89	59.41	749.19
323.07	60.03	59.51	749.19
324.07	60.20	59.66	749.19
325.07	60.29	59.79	749.19
326.07	60.43	59.89	749.19
327.07	60.59	60.03	750.72
328.07	60.74	60.17	749.19
329.07	60.89	60.32	749.19
330.07	60.98	60.47	749.19
331.07	61.11	60.64	749.19
332.07	61.27	60.80	749.19
333.07	61.39	60.91	749.19
334.07	61.49	61.01	750.72
335.07	61.67	61.21	749.19
336.07	61.83	61.34	749.19
337.07	61.95	61.51	749.19
338.07	62.10	61.68	749.19
339.07	62.19	61.77	749.19
340.07	62.36	61.91	747.66
341.07	62.46	61.97	749.19
342.07	62.61	62.10	749.19
343.07	62.74	62.24	750.72
344.07	62.85	62.37	749.19
345.07	63.03	62.52	749.19
346.07	63.17	62.62	749.19
347.07	63.28	62.71	752.24
348.07	63.43	62.85	749.19
349.07	63.57	62.98	750.72
350.07	63.66	63.12	749.19
351.07	63.83	63.25	749.19
352.07	63.94	63.39	750.72
353.07	64.09	63.58	749.19
354.07	64.24	63.77	749.19
355.07	64.36	63.92	750.72
356.07	64.49	64.08	747.66
357.07	64.63	64.26	749.19
358.07	64.78	64.39	749.19
359.07	64.88	64.50	750.72
360.07	64.98	64.64	749.19
361.07	65.16	64.79	749.19
362.07	65.26	64.86	749.19
363.07	65.41	65.02	746.13
364.07	65.55	65.14	749.19
365.07	65.68	65.26	749.19
366.07	65.79	65.36	749.19
367.07	65.92	65.45	747.66
368.07	66.05	65.60	753.77
369.07	66.18	65.73	749.19
370.07	66.33	65.87	749.19
371.07	66.48	66.01	750.72
372.07	66.59	66.13	749.19
373.07	66.74	66.29	749.19
374.07	66.85	66.47	749.19
375.07	66.98	66.64	750.72
376.07	67.12	66.79	750.72
377.07	67.21	66.87	749.19
378.07	67.37	67.03	749.19
379.07	67.53	67.14	749.19
380.07	67.60	67.19	749.19
381.07	67.75	67.32	749.19
382.07	67.89	67.45	749.19
383.07	68.01	67.53	749.19
384.07	68.16	67.64	749.19
385.07	68.28	67.72	749.19
386.07	68.44	67.84	750.72
387.07	68.59	67.97	746.13
388.07	68.67	68.11	750.72
389.07	68.85	68.29	749.19
390.07	68.90	68.44	749.19
391.07	69.06	68.61	750.72
392.07	69.18	68.79	749.19
393.07	69.29	68.85	749.19
394.07	69.42	68.96	749.19
395.07	69.60	69.08	749.19
396.07	69.72	69.17	749.19
397.07	69.84	69.33	749.19
398.07	69.95	69.42	749.19
399.07	70.05	69.61	749.19
400.07	70.20	69.73	749.19
401.07	70.34	69.85	749.19
402.07	70.44	69.99	752.24
403.07	70.58	70.10	750.72
404.07	70.72	70.24	749.19
405.07	70.83	70.34	749.19
406.07	70.95	70.45	749.19
407.07	71.06	70.56	503.18
