Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
251.00	36.07	35.61	750.72
252.00	36.21	35.70	749.19
253.01	36.36	35.89	749.19
254.00	36.51	36.05	747.66
255.00	36.67	36.14	750.72
256.01	36.85	36.29	749.19
257.01	36.96	36.48	750.72
258.00	37.14	36.68	749.19
259.00	37.29	36.87	747.66
260.01	37.41	37.00	749.19
261.00	37.57	37.09	749.19
262.01	37.72	37.28	749.19
263.01	37.90	37.43	747.66
264.01	38.05	37.59	749.19
265.00	38.20	37.71	749.19
266.00	38.31	37.83	749.19
267.01	38.46	38.04	749.19
268.00	38.60	38.18	749.19
269.00	38.74	38.30	749.19
270.00	38.88	38.45	749.19
271.00	39.02	38.59	750.72
272.01	39.18	38.72	749.19
273.00	39.33	38.82	749.19
274.01	39.50	38.96	749.19
275.00	39.65	39.14	749.19
276.01	39.79	39.31	747.66
277.00	39.90	39.42	749.19
278.00	40.08	39.60	749.19
279.00	40.23	39.77	749.19
280.01	40.37	39.94	749.19
281.00	40.55	40.08	749.19
282.00	40.69	40.20	749.19
283.01	40.83	40.39	750.72
284.01	40.99	40.52	749.19
285.01	41.15	40.66	750.72
286.00	41.31	40.82	749.19
287.00	41.47	40.93	749.19
288.00	41.61	41.03	750.72
289.01	41.76	41.20	749.19
290.01	41.86	41.36	749.19
291.01	42.01	41.59	750.72
292.01	42.15	41.70	749.19
293.00	42.31	41.84	749.19
294.01	42.47	41.98	749.19
295.00	42.61	42.09	749.19
296.01	42.74	42.26	749.19
297.01	42.90	42.38	749.19
298.01	43.06	42.54	749.19
299.00	43.21	42.68	750.72
300.01	43.37	42.81	747.66
301.01	43.49	42.96	750.72
302.01	43.62	43.07	749.19
303.01	43.77	43.23	749.19
304.01	43.91	43.38	749.19
305.00	44.05	43.59	749.19
306.01	44.22	43.76	749.19
307.00	44.32	43.87	749.19
308.01	44.48	44.03	750.72
309.01	44.63	44.20	749.19
310.01	44.77	44.33	747.66
311.01	44.91	44.49	749.19
312.01	45.10	44.61	749.19
313.00	45.20	44.73	749.19
314.01	45.38	44.87	749.19
315.00	45.55	44.94	755.30
316.01	45.68	45.09	749.19
317.01	45.84	45.27	749.19
318.01	45.97	45.45	749.19
319.01	46.15	45.64	749.19
320.01	46.25	45.80	749.19
321.01	46.41	45.94	749.19
322.01	46.56	46.12	749.19
323.01	46.68	46.19	749.19
324.01	46.86	46.34	746.13
325.01	47.00	46.48	749.19
326.01	47.17	46.62	749.19
327.01	47.27	46.72	749.19
328.01	47.46	46.87	749.19
329.01	47.55	47.02	749.19
330.01	47.66	47.22	749.19
331.01	47.86	47.39	749.19
332.01	48.00	47.55	749.19
333.01	48.19	47.72	750.72
334.01	48.30	47.83	732.38
335.01	48.46	48.03	749.19
336.01	48.58	48.15	749.19
337.01	48.72	48.30	749.19
338.01	48.86	48.48	749.19
339.01	49.01	48.61	747.66
340.01	49.17	48.79	749.19
341.01	49.31	48.90	749.19
342.01	49.45	49.04	749.19
343.01	49.57	49.14	749.19
344.01	49.73	49.28	749.19
345.01	49.88	49.41	747.66
346.01	50.01	49.58	749.19
347.01	50.15	49.73	749.19
348.01	50.33	49.89	749.19
349.01	50.43	50.02	750.72
350.01	50.62	50.20	749.19
351.01	50.73	50.35	750.72
352.01	50.89	50.48	749.19
353.01	51.04	50.59	749.19
354.01	51.16	50.71	749.19
355.01	51.31	50.87	750.72
356.01	51.46	51.03	749.19
357.01	51.59	51.08	749.19
358.01	51.76	51.23	749.19
359.01	51.91	51.38	750.72
360.01	52.07	51.55	749.19
361.01	52.19	51.67	749.19
362.01	52.32	51.81	749.19
363.01	52.48	51.97	749.19
364.01	52.64	52.10	750.72
365.01	52.78	52.19	749.19
366.01	52.87	52.32	749.19
367.01	53.00	52.47	749.19
368.01	53.15	52.66	749.19
369.01	53.33	52.84	749.19
370.01	53.43	52.92	749.19
371.01	53.62	53.09	750.72
372.01	53.78	53.25	752.24
373.01	53.93	53.33	749.19
374.01	54.04	53.42	749.19
375.01	54.19	53.58	749.19
376.01	54.30	53.69	750.72
377.01	54.42	53.79	747.66
378.01	54.63	53.93	749.19
379.01	54.69	54.02	749.19
380.01	54.88	54.23	749.19
381.01	55.01	54.38	749.19
382.01	55.13	54.54	750.72
383.01	55.28	54.69	743.08
384.01	55.43	54.89	749.19
385.01	55.57	55.03	749.19
386.01	55.70	55.12	749.19
387.01	55.85	55.24	749.19
388.01	55.95	55.35	749.19
389.01	56.10	55.54	749.19
390.01	56.26	55.72	749.19
391.01	56.41	55.87	749.19
392.01	56.52	55.98	755.30
393.01	56.67	56.12	749.19
394.01	56.84	56.29	750.72
395.01	56.98	56.47	747.66
396.01	57.09	56.55	749.19
397.01	57.24	56.65	749.19
398.01	57.35	56.74	750.72
399.01	57.49	56.89	749.19
400.01	57.68	57.05	749.19
401.01	57.80	57.13	749.19
402.01	57.90	57.23	749.19
403.01	58.04	57.38	750.72
404.01	58.19	57.56	749.19
405.01	58.33	57.69	749.19
406.01	58.45	57.81	750.72
407.01	58.59	57.97	749.19
408.01	58.74	58.13	749.19
409.01	58.92	58.30	747.66
410.01	59.03	58.43	750.72
411.01	59.13	58.59	749.19
412.01	59.29	58.75	750.72
413.01	59.41	58.92	749.19
414.01	59.60	59.05	749.19
415.01	59.71	59.17	749.19
416.01	59.82	59.34	749.19
417.01	59.98	59.44	749.19
418.01	60.09	59.59	749.19
419.01	60.28	59.80	749.19
420.01	60.39	59.96	746.13
421.01	60.50	60.08	750.72
422.01	60.66	60.21	749.19
423.01	60.80	60.36	747.66
424.01	60.91	60.49	749.19
425.01	61.10	60.67	749.19
426.01	61.23	60.75	749.19
427.01	61.35	60.87	749.19
428.01	61.49	61.01	749.19
429.01	61.61	61.16	749.19
430.01	61.70	61.28	749.19
431.01	61.86	61.44	749.19
432.01	61.97	61.61	753.77
433.01	62.14	61.75	749.19
434.01	62.29	61.86	749.19
435.01	62.42	62.00	749.19
436.01	62.52	62.07	752.24
437.01	62.67	62.21	749.19
438.01	62.83	62.35	749.19
439.01	62.94	62.45	752.24
440.01	63.05	62.61	747.66
441.01	63.20	62.74	749.19
442.01	63.34	62.86	749.19
443.01	63.46	62.98	749.19
444.01	63.58	63.04	749.19
445.01	63.73	63.18	749.19
446.01	63.88	63.37	749.19
447.01	64.04	63.50	749.19
448.01	64.15	63.61	746.13
449.01	64.31	63.79	749.19
450.01	64.42	63.92	749.19
451.01	64.53	64.03	749.19
452.01	64.66	64.16	749.19
453.01	64.79	64.30	749.19
454.01	64.98	64.48	749.19
455.01	65.07	64.59	749.19
456.01	65.23	64.75	749.19
457.01	65.38	64.85	750.72
458.01	65.48	64.97	749.19
459.01	65.62	65.04	749.19
460.01	65.77	65.22	749.19
461.01	65.90	65.34	758.36
462.01	66.07	65.49	750.72
463.01	66.19	65.65	749.19
464.01	66.29	65.77	749.19
465.01	66.44	65.91	749.19
466.01	66.57	66.04	750.72
467.01	66.71	66.18	749.19
468.01	66.84	66.29	749.19
469.01	66.95	66.41	749.19
470.01	67.09	66.55	747.66
471.01	67.19	66.69	749.19
472.01	67.38	66.88	749.19
473.01	67.55	66.97	749.19
474.01	67.68	67.09	749.19
475.01	67.83	67.19	749.19
476.01	67.93	67.34	749.19
477.01	68.06	67.48	749.19
478.01	68.15	67.63	749.19
479.01	68.29	67.78	749.19
480.01	68.44	67.94	749.19
481.01	68.53	68.08	749.19
482.01	68.66	68.20	750.72
483.01	68.82	68.31	749.19
484.01	68.90	68.34	749.19
485.01	69.07	68.47	749.19
486.01	69.18	68.55	744.60
487.01	69.29	68.70	749.19
488.01	69.47	68.86	749.19
489.01	69.57	69.01	750.72
490.01	69.65	69.09	749.19
491.01	69.79	69.28	749.19
492.01	69.97	69.43	749.19
493.01	70.07	69.51	749.19
494.01	70.18	69.64	749.19
495.01	70.29	69.79	747.66
496.01	70.42	69.94	750.72
497.01	70.58	70.08	749.19
498.01	70.66	70.18	738.49
499.01	70.79	70.32	377.88
