Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
222.59	37.66	37.18	494.01
223.59	37.79	37.30	497.06
224.59	37.99	37.49	495.54
225.59	38.08	37.61	495.54
226.59	38.22	37.78	497.06
227.59	38.36	37.95	495.54
228.59	38.58	38.09	495.54
229.59	38.76	38.24	495.54
230.59	38.93	38.33	495.54
231.59	39.06	38.45	498.59
232.59	39.20	38.65	495.54
233.59	39.32	38.76	495.54
234.59	39.47	38.90	497.06
235.59	39.62	39.03	497.06
236.59	39.74	39.13	495.54
237.59	39.88	39.25	495.54
238.59	40.03	39.42	497.06
239.59	40.14	39.55	495.54
240.59	40.31	39.67	497.06
241.59	40.49	39.84	495.54
242.59	40.61	39.94	495.54
243.59	40.76	40.10	495.54
244.59	40.91	40.21	501.65
245.59	41.07	40.37	495.54
246.59	41.17	40.52	495.54
247.59	41.34	40.71	495.54
248.59	41.44	40.93	497.06
249.59	41.53	41.08	497.06
250.59	41.66	41.24	495.54
251.59	41.83	41.45	509.29
252.59	42.03	41.58	495.54
253.59	42.26	41.74	495.54
254.59	42.42	41.86	495.54
255.59	42.57	42.01	497.06
256.59	42.68	42.14	495.54
257.59	42.83	42.35	495.54
258.59	42.93	42.50	494.01
259.59	43.08	42.67	497.06
260.59	43.24	42.83	495.54
261.59	43.38	42.92	495.54
262.59	43.54	43.02	495.54
263.59	43.68	43.11	495.54
264.59	43.90	43.35	495.54
265.59	43.96	43.45	495.54
266.59	44.14	43.61	495.54
267.59	44.23	43.71	495.54
268.59	44.40	43.85	495.54
269.59	44.49	43.95	495.54
270.59	44.65	44.16	495.54
271.59	44.83	44.26	495.54
272.59	45.01	44.42	495.54
273.59	45.15	44.56	497.06
274.59	45.26	44.69	495.54
275.59	45.38	44.81	495.54
276.59	45.52	44.90	495.54
277.59	45.68	45.15	495.54
278.59	45.83	45.34	497.06
279.59	45.94	45.47	495.54
280.59	46.09	45.61	495.54
281.59	46.19	45.68	495.54
282.59	46.35	45.78	495.54
283.59	46.48	45.88	495.54
284.59	46.61	45.97	498.59
285.59	46.74	46.01	495.54
286.59	46.89	46.14	495.54
287.59	46.97	46.24	495.54
288.59	47.10	46.42	495.54
289.59	47.26	46.61	495.54
290.59	47.42	46.75	495.54
291.59	47.59	46.93	495.54
292.59	47.77	47.17	495.54
293.59	47.99	47.38	495.54
294.59	48.22	47.57	495.54
295.59	48.39	47.71	497.06
296.59	48.56	47.89	495.54
297.59	48.64	47.95	495.54
298.59	48.77	48.12	495.54
299.59	48.90	48.28	495.54
300.59	48.95	48.39	495.54
301.59	49.03	48.52	494.01
302.59	49.16	48.65	495.54
303.59	49.29	48.82	495.54
304.59	49.43	48.96	495.54
305.59	49.55	49.04	495.54
306.59	49.68	49.16	495.54
307.59	49.78	49.23	495.54
308.59	49.96	49.37	497.06
309.59	50.07	49.48	495.54
310.59	50.21	49.61	497.06
311.59	50.39	49.72	494.01
312.59	50.60	49.86	495.54
313.59	50.79	49.97	495.54
314.59	50.93	50.10	495.54
315.59	51.10	50.23	495.54
316.59	51.20	50.40	497.06
317.59	51.34	50.52	495.54
318.59	51.50	50.68	495.54
319.59	51.67	50.80	495.54
320.59	51.86	50.96	495.54
321.59	51.94	51.08	495.54
322.59	52.05	51.26	497.06
323.59	52.11	51.43	494.01
324.59	52.20	51.61	495.54
325.59	52.38	51.83	495.54
326.59	52.48	51.95	495.54
327.59	52.67	52.14	509.29
328.59	52.82	52.24	495.54
329.59	52.95	52.37	500.12
330.59	53.10	52.53	495.54
331.59	53.20	52.65	497.06
332.59	53.32	52.78	495.54
333.59	53.49	52.92	495.54
334.59	53.64	53.11	495.54
335.59	53.72	53.22	495.54
336.59	53.87	53.42	494.01
337.59	54.00	53.59	492.48
338.59	54.12	53.73	495.54
339.59	54.30	53.88	495.54
340.59	54.44	53.98	495.54
341.59	54.60	54.07	495.54
342.59	54.76	54.15	497.06
343.59	54.92	54.30	495.54
344.60	55.15	54.47	495.54
345.59	55.31	54.63	497.06
346.59	55.43	54.72	495.54
347.59	55.61	54.86	495.54
348.59	55.76	54.98	497.06
349.59	55.87	55.08	495.54
350.59	55.99	55.24	495.54
351.59	56.10	55.43	495.54
352.59	56.24	55.63	497.06
353.59	56.30	55.73	495.54
354.59	56.41	55.85	495.54
355.59	56.57	55.98	497.06
356.59	56.70	56.08	495.54
357.59	56.83	56.15	504.70
358.59	56.98	56.25	484.84
359.59	57.08	56.36	486.37
360.59	57.21	56.50	497.06
361.59	57.34	56.59	497.06
362.59	57.47	56.73	495.54
363.60	57.63	56.92	500.12
364.60	57.76	57.09	495.54
365.60	57.87	57.20	495.54
366.59	58.00	57.40	489.42
367.60	58.09	57.62	497.06
368.59	58.21	57.76	495.54
369.59	58.32	57.90	495.54
370.59	58.52	58.10	495.54
371.59	58.63	58.29	495.54
372.60	58.72	58.35	495.54
373.60	58.94	58.53	495.54
374.60	59.07	58.63	497.06
375.59	59.21	58.76	495.54
376.59	59.35	58.86	495.54
377.59	59.47	58.98	495.54
378.59	59.58	59.06	495.54
379.59	59.70	59.19	495.54
380.59	59.88	59.37	495.54
381.59	60.02	59.51	495.54
382.59	60.17	59.61	495.54
383.59	60.29	59.72	498.59
384.59	60.47	59.84	495.54
385.59	60.56	59.96	495.54
386.59	60.73	60.10	495.54
387.59	60.85	60.20	497.06
388.59	60.99	60.32	497.06
389.59	61.10	60.47	494.01
390.59	61.24	60.63	495.54
391.59	61.32	60.73	495.54
392.59	61.40	60.88	497.06
393.60	61.54	61.03	495.54
394.59	61.67	61.19	497.06
395.59	61.83	61.29	497.06
396.59	62.03	61.45	494.01
397.59	62.17	61.57	495.54
398.59	62.30	61.72	495.54
399.59	62.44	61.85	495.54
400.59	62.55	61.96	495.54
401.59	62.70	62.16	495.54
402.60	62.80	62.30	495.54
403.59	62.94	62.45	498.59
404.59	63.09	62.55	495.54
405.59	63.19	62.71	495.54
406.59	63.32	62.87	495.54
407.59	63.41	62.99	495.54
408.59	63.55	63.14	495.54
409.59	63.72	63.28	495.54
410.59	63.90	63.38	495.54
411.59	64.05	63.49	495.54
412.59	64.27	63.57	495.54
413.59	64.45	63.70	492.48
414.60	64.53	63.82	495.54
415.59	64.72	63.95	495.54
416.59	64.85	64.05	494.01
417.59	64.98	64.14	495.54
418.59	65.04	64.20	497.06
419.59	65.19	64.35	497.06
420.59	65.28	64.45	497.06
421.59	65.47	64.59	495.54
422.59	65.68	64.82	495.54
423.60	65.77	64.94	495.54
424.60	65.88	65.04	495.54
425.60	65.99	65.26	495.54
426.59	66.06	65.35	495.54
427.59	66.15	65.50	495.54
428.59	66.26	65.64	495.54
429.59	66.33	65.69	495.54
430.59	66.48	65.84	495.54
431.59	66.61	65.97	492.48
432.59	66.75	66.12	495.54
433.59	66.89	66.28	495.54
434.59	66.99	66.39	498.59
435.59	67.12	66.53	497.06
436.59	67.21	66.63	495.54
437.59	67.34	66.70	495.54
438.59	67.46	66.79	495.54
439.59	67.67	66.96	495.54
440.59	67.86	67.09	495.54
441.59	68.04	67.22	495.54
442.59	68.13	67.35	497.06
443.59	68.19	67.45	501.65
444.59	68.26	67.60	497.06
445.59	68.35	67.75	495.54
446.59	68.46	67.84	495.54
447.59	68.59	67.97	487.90
448.59	68.77	68.10	495.54
449.59	68.89	68.26	497.06
450.60	69.01	68.39	495.54
451.60	69.12	68.53	495.54
452.59	69.26	68.68	495.54
453.59	69.40	68.80	490.95
454.59	69.51	68.88	495.54
455.59	69.60	68.95	495.54
456.59	69.76	69.07	495.54
457.59	69.83	69.15	497.06
458.59	69.95	69.29	495.54
459.59	70.02	69.38	495.54
460.59	70.16	69.54	495.54
461.59	70.23	69.55	495.54
462.59	70.39	69.66	497.06
463.59	70.53	69.77	495.54
464.59	70.66	69.86	495.54
465.59	70.82	70.04	495.54
466.59	71.01	70.23	495.54
467.59	71.13	70.41	451.22
