Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
13.11	21.01	20.90	1.98
14.11	20.98	20.88	3.51
15.10	20.98	20.90	3.51
16.09	20.99	20.93	3.51
17.09	21.01	20.93	3.51
18.09	20.98	20.90	3.51
19.08	21.02	20.94	3.51
20.07	20.99	20.90	3.51
21.07	20.98	20.90	3.51
22.07	20.99	20.90	1.98
23.07	20.99	20.88	3.51
24.07	21.00	20.89	3.51
25.07	21.01	20.90	3.51
26.07	21.01	20.89	9.62
27.06	21.01	20.89	3.51
28.06	21.04	20.89	3.51
29.06	21.00	20.88	3.51
30.06	21.00	20.89	3.51
31.06	21.02	20.88	1.98
32.06	21.00	20.87	73.80
33.05	21.01	20.87	229.66
34.04	20.99	20.85	397.74
35.04	20.99	20.87	590.27
36.02	21.01	20.88	689.60
37.01	21.02	20.88	741.55
38.01	21.06	20.93	750.72
39.01	21.03	20.90	750.72
40.01	21.06	20.92	752.24
41.01	21.03	20.92	750.72
42.00	21.07	20.93	750.72
42.99	21.07	20.93	750.72
43.99	21.03	20.91	750.72
44.99	21.09	20.97	749.19
45.98	21.07	20.93	750.72
46.98	21.07	20.94	750.72
47.97	21.07	20.95	752.24
48.96	21.09	20.94	750.72
49.96	21.08	20.95	750.72
50.96	21.12	21.00	750.72
51.94	21.12	20.99	750.72
52.95	21.09	20.96	749.19
53.94	21.07	20.95	750.72
54.93	21.12	20.97	750.72
55.92	21.08	20.98	750.72
56.92	21.11	21.02	750.72
57.91	21.14	21.05	750.72
58.91	21.16	21.07	750.72
59.91	21.15	21.06	749.19
60.89	21.16	21.04	750.72
61.88	21.21	21.11	750.72
62.87	21.26	21.14	750.72
63.87	21.26	21.18	750.72
64.87	21.28	21.20	750.72
65.85	21.30	21.21	750.72
66.84	21.32	21.22	750.72
67.83	21.38	21.29	753.77
68.82	21.37	21.27	750.72
69.82	21.44	21.34	750.72
70.82	21.47	21.36	750.72
71.82	21.49	21.39	749.19
72.82	21.51	21.40	749.19
73.82	21.56	21.45	750.72
74.80	21.61	21.50	750.72
75.78	21.63	21.53	750.72
76.78	21.69	21.56	755.30
77.78	21.74	21.59	750.72
78.78	21.75	21.62	750.72
79.77	21.77	21.66	750.72
80.77	21.86	21.70	750.72
81.77	21.90	21.74	750.72
82.76	21.90	21.75	746.13
83.76	21.98	21.79	750.72
84.76	22.01	21.82	750.72
85.76	22.06	21.90	750.72
86.74	22.04	21.89	750.72
87.74	22.11	21.96	749.19
88.74	22.19	22.04	750.72
89.74	22.20	22.05	750.72
90.73	22.24	22.10	750.72
91.73	22.29	22.13	750.72
92.73	22.32	22.14	750.72
93.73	22.36	22.19	747.66
94.73	22.41	22.24	750.72
95.71	22.46	22.27	750.72
96.70	22.51	22.32	743.08
97.70	22.52	22.37	750.72
98.70	22.57	22.42	750.72
99.69	22.66	22.47	750.72
100.68	22.67	22.49	750.72
101.68	22.74	22.51	750.72
102.68	22.78	22.56	752.24
103.68	22.84	22.56	750.72
104.67	22.88	22.63	750.72
105.67	22.92	22.66	750.72
106.67	22.99	22.72	750.72
107.67	23.07	22.78	750.72
108.67	23.07	22.80	750.72
109.67	23.12	22.89	750.72
110.66	23.19	22.94	750.72
111.66	23.26	22.95	750.72
112.66	23.25	22.96	749.19
113.65	23.31	23.05	750.72
114.64	23.43	23.19	750.72
115.64	23.44	23.21	752.24
116.63	23.52	23.27	750.72
117.63	23.58	23.35	750.72
118.63	23.62	23.35	746.13
119.62	23.69	23.43	750.72
120.62	23.72	23.44	750.72
121.62	23.78	23.49	750.72
122.61	23.87	23.54	750.72
123.61	23.96	23.65	750.72
124.60	23.97	23.73	750.72
125.59	24.08	23.81	750.72
126.59	24.16	23.87	750.72
127.57	24.21	23.92	750.72
128.57	24.29	23.95	750.72
129.57	24.37	24.04	750.72
130.57	24.40	24.09	750.72
131.57	24.46	24.14	750.72
132.56	24.56	24.25	750.72
133.55	24.63	24.29	750.72
134.54	24.66	24.37	750.72
135.54	24.73	24.44	750.72
136.54	24.82	24.49	750.72
137.54	24.85	24.52	752.24
138.54	24.99	24.61	750.72
139.54	25.06	24.66	750.72
140.54	25.16	24.74	750.72
141.54	25.29	24.89	761.41
142.54	25.33	24.91	750.72
143.54	25.39	25.00	750.72
144.53	25.50	25.06	750.72
145.53	25.62	25.18	750.72
146.53	25.67	25.24	749.19
147.53	25.77	25.35	750.72
148.53	25.86	25.45	750.72
149.52	25.97	25.51	750.72
150.50	26.02	25.56	750.72
151.49	26.14	25.69	750.72
152.49	26.23	25.82	750.72
153.49	26.28	25.88	750.72
154.49	26.34	25.94	750.72
155.49	26.48	26.01	750.72
156.49	26.60	26.10	750.72
157.49	26.70	26.22	752.24
158.49	26.76	26.35	750.72
159.49	26.87	26.48	750.72
160.49	26.98	26.56	755.30
161.48	27.13	26.67	750.72
162.47	27.21	26.76	746.13
163.46	27.33	26.88	752.24
164.46	27.44	26.96	750.72
165.46	27.53	27.08	750.72
166.44	27.63	27.17	750.72
167.43	27.77	27.30	750.72
168.43	27.88	27.44	750.72
169.43	27.99	27.60	750.72
170.43	28.13	27.74	750.72
171.41	28.24	27.83	746.13
172.40	28.35	27.95	752.24
173.40	28.51	28.10	750.72
174.39	28.61	28.19	750.72
175.38	28.73	28.30	750.72
176.38	28.83	28.40	750.72
177.38	28.98	28.52	750.72
178.38	29.14	28.65	750.72
179.38	29.26	28.75	750.72
180.38	29.38	28.90	750.72
181.38	29.50	28.99	750.72
182.38	29.63	29.13	749.19
183.38	29.79	29.26	752.24
184.38	29.91	29.34	750.72
185.39	30.05	29.50	750.72
186.38	30.17	29.62	750.72
187.38	30.34	29.79	750.72
188.37	30.45	29.89	750.72
189.37	30.57	30.01	749.19
190.37	30.74	30.15	750.72
191.35	30.84	30.24	750.72
192.33	30.99	30.40	750.72
193.34	31.12	30.59	743.08
194.34	31.21	30.71	750.72
195.32	31.35	30.86	750.72
196.31	31.48	31.00	750.72
197.31	31.60	31.14	750.72
198.31	31.74	31.28	750.72
199.31	31.88	31.40	750.72
200.31	32.00	31.50	750.72
201.31	32.11	31.68	750.72
202.31	32.27	31.85	750.72
203.31	32.41	31.96	752.24
204.31	32.56	32.07	750.72
205.30	32.64	32.18	749.19
206.30	32.78	32.28	750.72
207.31	32.94	32.41	750.72
208.31	33.03	32.55	750.72
209.31	33.14	32.67	750.72
210.31	33.32	32.84	750.72
211.30	33.40	32.93	750.72
212.30	33.53	33.05	750.72
213.29	33.65	33.15	750.72
214.29	33.78	33.32	750.72
215.28	33.93	33.47	750.72
216.28	34.09	33.59	749.19
217.27	34.19	33.71	750.72
218.26	34.36	33.83	750.72
219.26	34.49	33.95	750.72
220.25	34.60	34.09	750.72
221.24	34.71	34.19	750.72
222.24	34.83	34.29	750.72
223.23	34.97	34.44	750.72
224.21	35.16	34.61	750.72
225.22	35.25	34.76	750.72
226.22	35.37	34.88	750.72
227.21	35.53	35.02	750.72
228.21	35.63	35.13	750.72
229.20	35.79	35.25	744.60
230.20	35.89	35.34	750.72
231.20	36.06	35.52	750.72
232.20	36.16	35.63	749.19
233.20	36.30	35.78	750.72
234.20	36.40	35.89	750.72
235.20	36.53	36.06	744.60
236.18	36.69	36.17	750.72
237.18	36.79	36.25	750.72
238.18	36.95	36.40	750.72
239.18	37.07	36.55	750.72
240.18	37.19	36.70	749.19
241.16	37.35	36.81	750.72
242.15	37.44	36.92	750.72
243.15	37.61	37.11	750.72
244.15	37.70	37.20	749.19
245.15	37.82	37.31	750.72
246.15	37.96	37.40	752.24
247.15	38.11	37.55	750.72
248.15	38.25	37.69	750.72
249.15	38.36	37.86	750.72
250.15	38.48	37.99	749.19
251.15	38.63	38.14	749.19
252.15	38.76	38.23	750.72
253.15	38.91	38.31	750.72
254.15	39.05	38.43	750.72
255.15	39.18	38.58	750.72
256.15	39.28	38.69	750.72
257.15	39.38	38.79	750.72
258.15	39.53	38.93	750.72
259.15	39.66	39.03	750.72
260.15	39.80	39.14	750.72
261.15	39.94	39.33	750.72
262.15	40.06	39.50	750.72
263.15	40.22	39.68	750.72
264.15	40.37	39.79	750.72
265.15	40.51	39.92	750.72
266.15	40.66	40.06	750.72
267.15	40.80	40.20	750.72
268.15	40.90	40.28	750.72
269.15	41.06	40.43	750.72
270.15	41.17	40.59	750.72
271.15	41.32	40.72	750.72
272.15	41.46	40.87	750.72
273.15	41.64	41.04	750.72
274.15	41.80	41.18	750.72
275.15	41.94	41.31	750.72
276.15	42.07	41.48	750.72
277.15	42.18	41.61	750.72
278.15	42.34	41.74	750.72
279.15	42.51	41.91	749.19
280.15	42.63	42.06	750.72
281.15	42.77	42.16	735.44
282.15	42.91	42.32	750.72
283.15	43.08	42.50	750.72
284.15	43.23	42.62	752.24
285.15	43.40	42.80	750.72
286.15	43.55	42.99	749.19
287.15	43.69	43.16	753.77
288.15	43.83	43.32	750.72
289.15	44.02	43.43	750.72
290.15	44.14	43.58	746.13
291.15	44.26	43.73	750.72
292.15	44.40	43.88	750.72
293.15	44.58	44.07	749.19
294.15	44.65	44.23	750.72
295.15	44.79	44.37	750.72
296.15	44.98	44.54	750.72
297.15	45.17	44.69	750.72
298.15	45.30	44.77	749.19
299.15	45.42	44.88	750.72
300.15	45.54	45.00	750.72
301.15	45.72	45.16	752.24
302.15	45.90	45.34	750.72
303.15	46.02	45.47	750.72
304.15	46.17	45.62	750.72
305.15	46.37	45.81	753.77
306.15	46.43	45.95	750.72
307.15	46.62	46.09	750.72
308.15	46.78	46.24	750.72
309.15	46.89	46.40	750.72
310.15	47.05	46.54	750.72
311.15	47.21	46.74	750.72
312.15	47.35	46.80	750.72
313.15	47.48	46.95	750.72
314.15	47.63	47.08	750.72
315.15	47.74	47.19	750.72
316.15	47.90	47.34	750.72
317.15	48.04	47.44	750.72
318.15	48.22	47.64	750.72
319.15	48.34	47.79	753.77
320.15	48.47	47.91	750.72
321.15	48.64	48.05	750.72
322.15	48.81	48.19	750.72
323.15	48.93	48.31	750.72
324.15	49.05	48.47	750.72
325.15	49.25	48.65	750.72
326.15	49.33	48.73	750.72
327.15	49.57	48.96	750.72
328.15	49.64	49.11	750.72
329.15	49.81	49.28	750.72
330.15	49.96	49.41	752.24
331.15	50.08	49.56	750.72
332.15	50.24	49.68	750.72
333.15	50.36	49.73	750.72
334.15	50.55	49.89	752.24
335.15	50.66	49.95	750.72
336.15	50.81	50.07	750.72
337.15	50.98	50.21	750.72
338.15	51.15	50.42	752.24
339.15	51.25	50.63	759.88
340.15	51.39	50.81	749.19
341.15	51.56	51.02	750.72
342.15	51.66	51.08	750.72
343.15	51.80	51.19	750.72
344.15	51.94	51.33	750.72
345.15	52.02	51.44	750.72
346.15	52.22	51.60	750.72
347.15	52.35	51.69	750.72
348.15	52.48	51.80	750.72
349.15	52.64	51.93	750.72
350.15	52.79	52.11	750.72
351.15	52.95	52.23	749.19
352.15	53.08	52.36	750.72
353.15	53.27	52.58	750.72
354.15	53.37	52.71	750.72
355.15	53.51	52.85	750.72
356.15	53.68	53.01	750.72
357.15	53.78	53.12	750.72
358.15	53.94	53.33	750.72
359.15	54.09	53.50	755.30
360.15	54.20	53.62	750.72
361.15	54.38	53.81	750.72
362.15	54.52	53.95	750.72
363.15	54.64	54.06	750.72
364.15	54.77	54.21	749.19
365.15	54.94	54.38	750.72
366.15	55.12	54.49	750.72
367.15	55.22	54.59	750.72
368.15	55.36	54.72	750.72
369.15	55.46	54.80	750.72
370.15	55.64	55.02	746.13
371.15	55.76	55.14	750.72
372.15	55.90	55.30	750.72
373.15	56.03	55.42	750.72
374.15	56.15	55.56	750.72
375.15	56.31	55.72	750.72
376.15	56.46	55.84	750.72
377.15	56.59	56.01	750.72
378.15	56.74	56.16	744.60
379.15	56.91	56.33	750.72
380.15	57.05	56.50	750.72
381.15	57.26	56.66	750.72
382.15	57.34	56.78	750.72
383.15	57.47	56.90	750.72
