Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
8.38	25.57	25.65	3.51
9.38	25.57	25.63	3.51
10.38	25.57	25.61	3.51
11.38	25.59	25.61	3.51
12.37	25.64	25.56	3.51
13.37	25.68	25.56	63.10
14.36	25.63	25.50	102.83
15.35	25.67	25.51	156.31
16.35	25.64	25.51	225.07
17.34	25.66	25.51	280.08
18.33	25.69	25.53	319.81
19.33	25.64	25.56	361.07
20.32	25.68	25.57	399.27
21.31	25.69	25.60	454.28
22.30	25.69	25.70	489.42
23.29	25.71	25.80	497.06
24.29	25.77	25.90	497.06
25.29	25.83	25.96	497.06
26.28	25.87	26.03	498.59
27.28	25.94	26.08	497.06
28.27	26.03	26.10	498.59
29.27	26.08	26.16	498.59
30.27	26.15	26.19	494.01
31.27	26.21	26.22	497.06
32.27	26.27	26.25	498.59
33.25	26.32	26.30	497.06
34.24	26.36	26.36	498.59
35.24	26.39	26.39	497.06
36.24	26.43	26.40	495.54
37.24	26.50	26.46	497.06
38.24	26.53	26.47	497.06
39.24	26.58	26.57	498.59
40.24	26.66	26.65	498.59
41.24	26.72	26.75	497.06
42.22	26.78	26.81	498.59
43.22	26.82	26.83	498.59
44.22	26.87	26.90	497.06
45.22	26.91	26.94	497.06
46.20	26.95	27.00	498.59
47.19	26.97	27.01	498.59
48.19	27.01	27.05	498.59
49.18	27.05	27.16	498.59
50.18	27.09	27.20	498.59
51.18	27.12	27.18	509.29
52.18	27.20	27.21	498.59
53.18	27.26	27.23	498.59
54.17	27.37	27.31	497.06
55.16	27.44	27.35	497.06
56.16	27.53	27.41	498.59
57.16	27.61	27.53	497.06
58.16	27.70	27.63	498.59
59.15	27.74	27.64	497.06
60.14	27.78	27.70	497.06
61.13	27.83	27.71	498.59
62.11	27.89	27.83	497.06
63.10	27.94	27.84	497.06
64.10	28.04	27.91	498.59
65.08	28.10	28.00	500.12
66.08	28.16	28.12	497.06
67.08	28.21	28.20	497.06
