Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
15.38	20.12	20.00	3.51
16.39	20.15	20.01	3.51
17.37	20.14	20.04	3.51
18.38	20.14	20.01	3.51
19.37	20.16	20.04	3.51
20.37	20.17	20.05	3.51
21.36	20.16	20.05	3.51
22.36	20.16	20.05	3.51
23.36	20.17	20.08	3.51
24.36	20.14	20.08	1.98
25.35	20.15	20.08	3.51
26.34	20.18	20.10	3.51
27.32	20.15	20.08	3.51
28.31	20.16	20.07	3.51
29.31	20.13	20.08	3.51
30.31	20.13	20.08	3.51
31.31	20.12	20.07	3.51
32.31	20.15	20.06	3.51
33.31	20.15	20.08	3.51
34.31	20.08	20.06	3.51
35.31	20.11	20.06	3.51
36.31	20.15	20.07	3.51
37.31	20.12	20.06	3.51
38.31	20.14	20.07	3.51
39.31	20.13	20.08	3.51
40.31	20.08	20.03	3.51
41.31	20.15	20.08	3.51
42.31	20.14	20.09	3.51
43.31	20.13	20.10	3.51
44.31	20.10	20.05	3.51
45.31	20.12	20.06	3.51
46.31	20.13	20.09	3.51
47.31	20.15	20.09	3.51
48.31	20.11	20.06	3.51
49.31	20.12	20.07	3.51
50.31	20.11	20.06	3.51
51.31	20.12	20.05	3.51
52.31	20.12	20.06	3.51
53.31	20.11	20.07	3.51
54.31	20.11	20.05	3.51
55.31	20.10	20.06	3.51
56.31	20.11	20.07	3.51
57.31	20.13	20.10	3.51
58.31	20.12	20.07	3.51
59.31	20.10	20.03	3.51
60.31	20.10	20.05	3.51
61.31	20.09	20.06	3.51
62.31	20.11	20.07	3.51
63.31	20.11	20.06	18.79
64.31	20.12	20.04	189.93
65.31	20.09	20.05	225.07
66.31	20.13	20.05	298.42
67.31	20.14	20.07	359.54
68.31	20.16	20.08	413.02
69.31	20.12	20.05	455.81
70.31	20.14	20.06	597.91
71.31	20.17	20.07	718.63
72.31	20.18	20.07	795.03
73.31	20.14	20.06	894.35
74.31	20.18	20.09	955.47
75.31	20.18	20.11	989.09
76.31	20.20	20.12	982.98
77.31	20.20	20.12	984.50
78.31	20.19	20.10	996.73
79.31	20.19	20.10	996.73
80.31	20.24	20.17	996.73
81.31	20.22	20.15	995.20
82.31	20.22	20.12	996.73
83.31	20.22	20.14	996.73
84.31	20.25	20.14	996.73
85.31	20.24	20.14	995.20
86.31	20.25	20.13	996.73
87.31	20.28	20.19	996.73
88.31	20.28	20.16	996.73
89.31	20.28	20.19	998.26
90.31	20.26	20.17	996.73
91.31	20.27	20.15	996.73
92.31	20.25	20.15	996.73
93.31	20.30	20.20	996.73
94.31	20.24	20.16	996.73
95.31	20.25	20.17	996.73
96.31	20.25	20.20	996.73
97.31	20.30	20.20	996.73
98.31	20.25	20.17	987.56
99.31	20.30	20.18	996.73
100.31	20.32	20.19	996.73
101.31	20.29	20.20	996.73
102.31	20.31	20.22	996.73
103.31	20.30	20.20	996.73
104.31	20.30	20.21	996.73
105.31	20.31	20.20	996.73
106.31	20.31	20.19	996.73
107.31	20.33	20.20	995.20
108.31	20.31	20.20	996.73
109.31	20.33	20.22	996.73
110.31	20.30	20.23	996.73
111.31	20.33	20.24	998.26
112.31	20.30	20.20	996.73
113.31	20.34	20.23	996.73
114.31	20.35	20.23	996.73
115.31	20.36	20.23	996.73
116.31	20.38	20.25	996.73
117.31	20.34	20.22	996.73
118.31	20.40	20.25	998.26
119.31	20.42	20.26	996.73
120.31	20.41	20.26	996.73
121.31	20.46	20.29	996.73
122.31	20.47	20.30	996.73
123.31	20.50	20.33	996.73
124.31	20.54	20.36	996.73
125.31	20.55	20.40	996.73
126.31	20.60	20.41	995.20
127.31	20.63	20.46	989.09
128.31	20.68	20.47	996.73
129.31	20.72	20.53	996.73
130.31	20.72	20.49	995.20
131.31	20.81	20.56	996.73
132.31	20.80	20.56	995.20
133.31	20.86	20.63	996.73
134.31	20.91	20.68	996.73
135.31	20.96	20.71	1004.37
136.31	20.99	20.76	996.73
137.31	21.04	20.82	996.73
138.31	21.11	20.87	996.73
139.31	21.15	20.89	996.73
140.31	21.18	20.93	995.20
141.31	21.24	21.03	996.73
142.31	21.32	21.07	996.73
143.32	21.32	21.07	996.73
144.31	21.40	21.13	998.26
145.31	21.42	21.15	995.20
146.31	21.52	21.25	996.73
147.31	21.54	21.29	996.73
148.31	21.61	21.33	995.20
149.31	21.62	21.39	996.73
150.31	21.69	21.46	996.73
151.31	21.76	21.52	996.73
152.31	21.80	21.54	996.73
153.31	21.88	21.63	996.73
154.31	21.91	21.67	996.73
155.31	21.96	21.73	996.73
156.31	22.05	21.79	995.20
157.31	22.09	21.85	996.73
158.31	22.16	21.90	995.20
159.31	22.20	21.93	996.73
160.31	22.25	22.01	996.73
161.31	22.32	22.07	996.73
162.31	22.37	22.13	996.73
163.31	22.41	22.16	995.20
164.31	22.53	22.28	996.73
165.31	22.56	22.33	996.73
166.31	22.65	22.40	996.73
167.31	22.74	22.48	995.20
168.31	22.83	22.55	996.73
169.31	22.86	22.57	1007.43
170.31	22.91	22.61	996.73
171.31	23.00	22.72	995.20
172.31	23.06	22.70	998.26
173.31	23.16	22.82	996.73
174.31	23.20	22.90	996.73
175.31	23.28	22.97	995.20
176.31	23.38	23.07	996.73
177.31	23.46	23.12	996.73
178.31	23.54	23.21	996.73
179.31	23.59	23.24	996.73
180.31	23.65	23.30	996.73
181.31	23.74	23.42	996.73
182.31	23.83	23.50	996.73
183.31	23.91	23.55	995.20
184.31	24.00	23.64	996.73
185.31	24.10	23.77	998.26
186.31	24.21	23.87	995.20
187.31	24.26	23.92	987.56
188.31	24.34	24.04	995.20
189.31	24.48	24.17	996.73
190.31	24.56	24.24	1001.31
191.31	24.63	24.29	996.73
192.31	24.74	24.39	996.73
193.31	24.84	24.48	996.73
194.31	24.92	24.58	996.73
195.31	25.03	24.70	996.73
196.31	25.14	24.83	995.20
197.31	25.22	24.90	996.73
198.31	25.32	24.96	995.20
199.31	25.43	25.11	998.26
200.31	25.51	25.19	996.73
201.31	25.65	25.30	996.73
202.31	25.73	25.42	996.73
203.31	25.85	25.52	996.73
204.31	25.93	25.56	996.73
205.31	26.08	25.68	996.73
206.31	26.19	25.78	996.73
207.31	26.32	25.92	996.73
208.31	26.43	25.97	996.73
209.31	26.57	26.11	996.73
210.31	26.72	26.25	990.62
211.31	26.84	26.42	996.73
212.31	26.96	26.50	995.20
213.31	27.06	26.62	996.73
214.31	27.21	26.79	996.73
215.31	27.32	26.92	996.73
216.31	27.47	26.99	996.73
217.31	27.57	27.12	996.73
218.31	27.74	27.26	996.73
219.31	27.88	27.40	996.73
220.31	27.95	27.48	996.73
221.31	28.11	27.65	995.20
222.31	28.30	27.79	996.73
223.31	28.44	27.94	996.73
224.31	28.57	28.06	996.73
225.31	28.73	28.27	996.73
226.31	28.86	28.43	996.73
227.31	28.99	28.55	996.73
228.31	29.13	28.68	996.73
229.31	29.31	28.84	996.73
230.31	29.45	28.93	996.73
231.31	29.58	29.08	996.73
232.31	29.72	29.23	996.73
233.31	29.88	29.36	996.73
234.31	30.03	29.54	995.20
235.31	30.19	29.70	996.73
236.31	30.32	29.85	992.15
237.31	30.48	29.94	995.20
238.31	30.63	30.09	996.73
239.31	30.78	30.21	996.73
240.31	30.92	30.39	996.73
241.31	31.04	30.52	996.73
242.31	31.22	30.67	996.73
243.31	31.37	30.83	998.26
244.31	31.51	30.96	996.73
245.31	31.65	31.16	998.26
246.31	31.81	31.35	996.73
247.31	31.97	31.49	996.73
248.31	32.13	31.63	996.73
249.31	32.30	31.76	995.20
250.31	32.43	31.90	996.73
251.31	32.53	32.01	996.73
252.31	32.72	32.19	996.73
253.31	32.88	32.34	995.20
254.31	33.06	32.56	995.20
255.31	33.17	32.70	995.20
256.31	33.33	32.87	1001.31
257.31	33.48	32.99	996.73
258.31	33.62	33.13	996.73
259.31	33.77	33.25	996.73
260.31	33.93	33.41	996.73
261.31	34.07	33.59	996.73
262.31	34.21	33.71	996.73
263.31	34.37	33.87	996.73
264.31	34.54	34.01	996.73
265.31	34.68	34.15	995.20
266.31	34.82	34.30	996.73
267.31	34.95	34.49	995.20
268.31	35.10	34.70	996.73
269.31	35.27	34.87	995.20
270.31	35.46	35.02	996.73
271.31	35.61	35.14	995.20
272.31	35.75	35.28	995.20
273.31	35.89	35.42	996.73
274.31	35.98	35.51	996.73
275.31	36.21	35.69	995.20
276.31	36.31	35.82	996.73
277.31	36.47	36.00	996.73
278.31	36.58	36.16	999.79
279.31	36.76	36.31	1001.31
280.31	36.94	36.44	995.20
281.31	37.06	36.54	996.73
282.31	37.25	36.71	995.20
283.31	37.41	36.85	992.15
284.31	37.54	37.01	996.73
285.31	37.69	37.15	996.73
286.31	37.85	37.34	995.20
287.31	38.01	37.50	996.73
288.31	38.14	37.66	996.73
289.31	38.27	37.77	990.62
290.31	38.44	37.97	996.73
291.31	38.59	38.10	996.73
292.31	38.75	38.28	999.79
293.31	38.91	38.41	996.73
294.31	39.05	38.53	996.73
295.31	39.19	38.68	995.20
296.31	39.35	38.83	987.56
297.31	39.53	38.99	995.20
298.31	39.66	39.17	996.73
299.31	39.80	39.29	999.79
300.31	39.97	39.46	996.73
301.31	40.07	39.59	996.73
302.31	40.28	39.74	996.73
303.31	40.37	39.85	995.20
304.31	40.54	40.02	995.20
305.31	40.71	40.12	996.73
306.31	40.86	40.25	996.73
307.31	41.05	40.42	996.73
308.31	41.15	40.53	996.73
309.31	41.30	40.66	996.73
310.31	41.49	40.86	996.73
311.31	41.66	41.06	996.73
312.31	41.78	41.22	995.20
313.31	41.91	41.32	996.73
314.31	42.05	41.45	996.73
315.31	42.21	41.60	996.73
316.31	42.35	41.75	996.73
317.31	42.49	41.91	998.26
318.31	42.65	42.06	996.73
319.31	42.83	42.27	996.73
320.31	42.90	42.39	996.73
321.31	43.06	42.56	996.73
322.31	43.22	42.74	996.73
323.31	43.36	42.89	996.73
324.31	43.53	43.03	996.73
325.31	43.69	43.16	996.73
326.31	43.84	43.33	996.73
327.31	43.98	43.49	996.73
328.31	44.10	43.61	995.20
329.31	44.28	43.81	996.73
330.31	44.44	43.97	996.73
331.31	44.57	44.10	996.73
332.31	44.74	44.26	995.20
333.31	44.90	44.40	995.20
334.31	45.04	44.50	995.20
335.31	45.13	44.63	996.73
336.31	45.30	44.78	995.20
337.31	45.45	44.95	996.73
338.31	45.59	45.06	996.73
339.31	45.76	45.24	996.73
340.31	45.90	45.40	999.79
341.31	46.04	45.56	999.79
342.31	46.21	45.70	996.73
343.31	46.36	45.86	996.73
344.31	46.49	45.95	995.20
345.31	46.67	46.16	996.73
346.31	46.81	46.26	996.73
347.31	46.97	46.41	996.73
348.31	47.13	46.57	996.73
349.31	47.24	46.66	996.73
350.31	47.38	46.81	996.73
351.31	47.51	46.97	996.73
352.31	47.67	47.10	998.26
353.31	47.81	47.28	996.73
354.31	47.95	47.42	995.20
355.31	48.12	47.64	992.15
356.31	48.29	47.80	996.73
357.31	48.41	47.90	996.73
358.31	48.55	48.06	995.20
359.31	48.70	48.22	996.73
360.31	48.86	48.36	996.73
361.31	49.02	48.51	996.73
362.31	49.13	48.65	996.73
363.31	49.29	48.78	995.20
364.31	49.41	48.90	996.73
365.31	49.57	49.06	996.73
366.31	49.71	49.22	996.73
367.31	49.86	49.36	996.73
368.31	50.05	49.52	996.73
369.31	50.17	49.69	996.73
370.31	50.32	49.85	996.73
371.31	50.47	49.97	996.73
372.31	50.63	50.10	996.73
373.31	50.75	50.23	996.73
374.31	50.90	50.36	996.73
375.31	51.05	50.50	996.73
376.31	51.17	50.66	990.62
377.31	51.32	50.80	996.73
378.31	51.46	50.87	996.73
379.31	51.61	51.02	996.73
380.31	51.78	51.19	996.73
381.31	51.90	51.30	996.73
382.31	52.05	51.47	995.20
383.31	52.20	51.63	996.73
384.31	52.33	51.79	996.73
385.31	52.48	51.95	995.20
386.31	52.62	52.06	996.73
387.31	52.81	52.25	996.73
388.31	52.94	52.35	996.73
389.31	53.05	52.47	996.73
390.31	53.19	52.63	996.73
391.31	53.32	52.81	995.20
392.31	53.44	52.95	996.73
393.31	53.62	53.16	996.73
394.31	53.77	53.25	996.73
395.31	53.94	53.39	995.20
396.31	54.06	53.55	996.73
397.31	54.21	53.67	996.73
398.31	54.38	53.86	996.73
399.31	54.48	53.97	996.73
400.31	54.65	54.18	996.73
401.31	54.80	54.27	996.73
402.31	54.93	54.36	996.73
403.31	55.05	54.52	998.26
404.31	55.21	54.61	995.20
405.31	55.35	54.72	996.73
406.31	55.48	54.85	996.73
407.31	55.63	55.00	996.73
408.31	55.75	55.15	996.73
409.31	55.90	55.31	996.73
410.31	56.03	55.47	996.73
411.31	56.16	55.60	998.26
412.31	56.28	55.77	1001.31
413.31	56.48	55.95	996.73
414.31	56.64	56.10	996.73
415.31	56.77	56.21	996.73
416.31	56.89	56.37	996.73
417.31	57.05	56.47	995.20
418.31	57.20	56.63	1007.43
419.31	57.32	56.74	996.73
420.31	57.49	56.93	996.73
421.31	57.59	57.00	995.20
422.31	57.73	57.12	996.73
423.31	57.91	57.28	996.73
424.31	58.01	57.41	996.73
425.31	58.18	57.58	996.73
426.31	58.32	57.74	996.73
427.31	58.44	57.92	996.73
428.31	58.58	58.07	996.73
429.31	58.74	58.22	996.73
