Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
430.31	58.84	58.34	993.67
431.31	59.02	58.52	995.20
432.31	59.13	58.64	995.20
433.31	59.28	58.74	996.73
434.31	59.42	58.90	996.73
435.31	59.55	58.97	996.73
436.31	59.73	59.17	998.26
437.31	59.85	59.29	996.73
438.31	59.97	59.45	998.26
439.31	60.09	59.54	996.73
440.31	60.28	59.73	996.73
441.31	60.42	59.85	996.73
442.31	60.55	59.95	1004.37
443.31	60.73	60.08	995.20
444.31	60.83	60.15	996.73
445.31	60.99	60.25	996.73
446.31	61.14	60.43	995.20
447.31	61.30	60.58	996.73
448.31	61.40	60.73	996.73
449.31	61.54	60.89	996.73
450.31	61.71	61.09	996.73
451.31	61.81	61.20	996.73
452.31	61.96	61.32	996.73
453.31	62.11	61.43	989.09
454.31	62.22	61.56	995.20
455.31	62.39	61.72	996.73
456.31	62.53	61.94	996.73
457.31	62.65	62.10	995.20
458.31	62.74	62.22	996.73
459.31	62.91	62.35	996.73
460.31	63.05	62.54	995.20
461.31	63.20	62.67	996.73
462.31	63.35	62.77	996.73
463.31	63.49	62.89	996.73
464.31	63.64	63.05	996.73
465.31	63.77	63.16	996.73
466.31	63.89	63.30	996.73
467.31	64.02	63.43	996.73
468.31	64.16	63.54	996.73
469.31	64.28	63.67	996.73
470.31	64.46	63.82	998.26
471.31	64.60	63.93	995.20
472.31	64.70	64.08	996.73
473.31	64.86	64.21	996.73
474.31	64.99	64.36	996.73
475.31	65.13	64.50	996.73
476.31	65.30	64.68	996.73
477.31	65.43	64.74	996.73
478.31	65.58	64.91	998.26
479.31	65.70	65.00	996.73
480.31	65.84	65.13	996.73
481.31	65.97	65.24	996.73
482.31	66.11	65.39	996.73
483.31	66.26	65.51	996.73
484.31	66.36	65.66	996.73
485.31	66.52	65.81	995.20
486.31	66.67	65.97	996.73
487.31	66.78	66.13	996.73
488.31	66.93	66.27	996.73
489.31	67.04	66.36	996.73
490.31	67.18	66.55	996.73
491.31	67.30	66.69	996.73
492.31	67.41	66.82	996.73
493.31	67.57	67.01	996.73
494.31	67.70	67.13	996.73
495.31	67.82	67.29	996.73
496.31	67.97	67.43	996.73
497.31	68.07	67.58	998.26
498.31	68.22	67.70	995.20
499.31	68.39	67.86	995.20
500.31	68.51	67.96	996.73
501.31	68.67	68.11	996.73
502.31	68.77	68.25	996.73
503.31	68.87	68.33	995.20
504.31	69.02	68.49	1004.37
505.31	69.18	68.63	996.73
506.31	69.30	68.71	996.73
507.31	69.46	68.85	995.20
508.31	69.57	68.97	996.73
509.31	69.69	69.09	996.73
510.31	69.86	69.24	995.20
511.31	70.00	69.37	996.73
512.31	70.11	69.48	996.73
513.31	70.25	69.65	996.73
514.31	70.38	69.82	996.73
515.31	70.50	69.96	996.73
516.31	70.64	70.08	996.73
517.31	70.73	70.20	996.73
518.31	70.86	70.30	996.73
519.31	71.01	70.45	996.73
520.31	71.14	70.59	769.05
