Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
8.99	20.58	20.49	3.51
9.97	20.61	20.52	3.51
10.95	20.60	20.50	3.51
11.94	20.61	20.51	29.49
12.94	20.61	20.51	86.02
13.93	20.64	20.54	163.95
14.93	20.64	20.54	211.32
15.93	20.61	20.54	272.44
16.91	20.60	20.53	333.56
17.90	20.62	20.52	411.49
18.90	20.62	20.56	454.28
19.90	20.62	20.52	506.23
20.90	20.64	20.53	588.75
21.89	20.62	20.56	631.53
22.90	20.66	20.60	633.06
23.89	20.66	20.57	648.34
24.88	20.71	20.62	678.90
25.88	20.69	20.61	681.95
26.88	20.71	20.60	681.95
27.88	20.70	20.64	717.10
28.88	20.73	20.64	741.55
29.88	20.72	20.61	741.55
30.86	20.72	20.66	749.19
31.86	20.72	20.64	749.19
32.85	20.72	20.65	749.19
33.85	20.71	20.68	749.19
34.85	20.75	20.70	749.19
35.84	20.72	20.65	749.19
36.84	20.71	20.68	749.19
37.84	20.73	20.71	749.19
38.84	20.79	20.71	750.72
39.84	20.75	20.71	749.19
40.84	20.75	20.73	746.13
41.84	20.74	20.71	750.72
42.83	20.76	20.72	750.72
43.82	20.74	20.72	749.19
44.81	20.79	20.74	749.19
45.81	20.74	20.69	749.19
46.81	20.76	20.71	749.19
47.80	20.75	20.72	749.19
48.80	20.78	20.75	749.19
49.80	20.81	20.76	747.66
50.79	20.77	20.79	750.72
51.79	20.78	20.80	749.19
52.79	20.86	20.82	749.19
53.79	20.85	20.84	749.19
54.77	20.86	20.85	749.19
55.76	20.93	20.93	749.19
56.76	20.95	20.93	756.83
57.76	20.97	20.96	749.19
58.76	21.00	20.96	749.19
59.76	21.06	21.03	749.19
60.76	21.04	21.00	747.66
61.76	21.08	21.06	750.72
62.76	21.14	21.13	749.19
63.76	21.17	21.14	749.19
64.75	21.19	21.17	749.19
65.74	21.22	21.21	749.19
66.74	21.26	21.27	749.19
67.72	21.37	21.35	749.19
68.73	21.33	21.36	749.19
69.73	21.38	21.41	749.19
70.72	21.46	21.42	749.19
71.72	21.50	21.46	750.72
72.71	21.52	21.49	749.19
73.71	21.59	21.52	749.19
74.71	21.65	21.57	749.19
75.71	21.69	21.62	749.19
76.71	21.69	21.66	749.19
77.69	21.73	21.66	749.19
78.70	21.77	21.72	749.19
79.70	21.84	21.77	749.19
80.69	21.86	21.79	749.19
81.68	21.94	21.86	749.19
82.68	21.97	21.89	749.19
83.68	22.01	21.94	749.19
84.68	22.06	21.99	743.08
85.68	22.13	22.02	749.19
86.66	22.16	22.04	749.19
87.65	22.22	22.09	749.19
88.64	22.27	22.15	749.19
89.63	22.30	22.19	749.19
90.63	22.39	22.26	750.72
91.63	22.48	22.31	749.19
92.63	22.51	22.36	747.66
93.63	22.55	22.43	749.19
94.63	22.62	22.44	750.72
95.64	22.63	22.44	747.66
96.63	22.67	22.53	749.19
97.63	22.73	22.58	749.19
98.63	22.80	22.64	749.19
99.63	22.86	22.69	735.44
100.63	22.94	22.78	749.19
101.63	22.99	22.85	749.19
102.63	23.05	22.90	749.19
103.63	23.10	22.97	750.72
104.63	23.18	22.99	749.19
105.63	23.25	23.02	749.19
106.63	23.32	23.10	749.19
107.63	23.39	23.16	749.19
108.63	23.43	23.16	749.19
109.63	23.50	23.25	749.19
110.63	23.55	23.30	750.72
111.63	23.59	23.33	749.19
112.63	23.66	23.39	752.24
113.63	23.78	23.48	747.66
114.64	23.79	23.50	749.19
115.63	23.83	23.59	749.19
116.63	23.90	23.64	743.08
117.63	23.96	23.69	750.72
118.63	24.07	23.80	749.19
119.64	24.10	23.83	749.19
120.64	24.13	23.90	749.19
121.64	24.20	23.99	750.72
122.64	24.28	24.06	749.19
123.63	24.32	24.10	749.19
124.64	24.39	24.18	750.72
125.63	24.43	24.23	749.19
126.63	24.55	24.32	749.19
127.63	24.61	24.37	744.60
128.64	24.69	24.44	749.19
129.63	24.69	24.47	736.96
130.63	24.82	24.61	749.19
131.64	24.85	24.62	749.19
132.63	24.92	24.72	749.19
133.64	25.06	24.78	749.19
134.64	25.14	24.85	749.19
135.64	25.24	24.96	749.19
136.64	25.33	25.05	749.19
137.64	25.40	25.15	749.19
138.63	25.51	25.27	749.19
139.64	25.59	25.34	749.19
140.64	25.68	25.40	749.19
141.64	25.80	25.52	749.19
142.64	25.83	25.61	749.19
