Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
10.84	22.00	22.26	3.51
11.83	22.01	22.25	3.51
12.82	22.00	22.24	3.51
13.82	21.99	22.22	3.51
14.81	21.99	22.21	63.10
15.80	22.02	22.23	108.94
16.80	22.01	22.19	151.73
17.80	22.01	22.19	199.10
18.78	22.01	22.19	258.69
19.77	22.04	22.20	332.04
20.77	22.03	22.16	376.35
21.77	22.05	22.17	437.47
22.75	22.07	22.27	536.79
23.74	22.06	22.55	578.05
24.74	22.08	22.68	628.47
25.72	22.16	22.82	662.09
26.72	22.18	22.87	704.88
27.70	22.21	22.88	767.52
28.69	22.26	22.86	831.70
29.69	22.36	22.85	872.96
30.67	22.44	22.88	915.74
31.66	22.57	22.94	940.19
32.66	22.65	22.97	967.70
33.64	22.69	22.97	975.34
34.64	22.75	23.03	989.09
35.63	22.84	23.08	992.15
36.63	22.87	23.11	992.15
37.63	22.97	23.16	992.15
38.63	23.01	23.17	992.15
39.63	23.09	23.23	992.15
40.63	23.10	23.26	992.15
41.61	23.15	23.32	1004.37
42.61	23.21	23.34	1001.31
43.60	23.27	23.37	1001.31
44.59	23.28	23.38	1001.31
45.59	23.35	23.44	1001.31
46.58	23.42	23.50	1001.31
47.58	23.48	23.57	1001.31
48.57	23.51	23.61	1001.31
49.56	23.57	23.66	1001.31
50.55	23.64	23.71	1001.31
51.54	23.70	23.73	1001.31
52.54	23.74	23.78	1008.95
53.54	23.81	23.82	1002.84
54.54	23.87	23.84	1001.31
55.53	23.93	23.92	1001.31
56.53	23.95	23.93	1001.31
57.52	24.04	23.96	1001.31
58.50	24.11	24.04	1001.31
59.49	24.13	24.08	1001.31
60.49	24.16	24.08	1001.31
61.49	24.24	24.17	1005.90
62.47	24.34	24.26	1001.31
63.46	24.35	24.29	1001.31
64.46	24.41	24.35	1001.31
65.45	24.48	24.39	998.26
66.44	24.57	24.45	1001.31
67.44	24.65	24.53	1001.31
68.44	24.68	24.57	1001.31
69.43	24.78	24.67	1001.31
70.43	24.84	24.72	1001.31
71.43	24.91	24.76	1001.31
72.43	24.95	24.81	1001.31
73.43	25.06	24.89	999.79
74.43	25.11	24.94	1001.31
75.41	25.22	25.04	999.79
76.40	25.30	25.11	999.79
77.40	25.37	25.16	1001.31
78.40	25.46	25.25	1001.31
79.40	25.54	25.34	1001.31
80.40	25.59	25.36	1001.31
81.40	25.69	25.47	1001.31
82.40	25.77	25.53	1001.31
83.40	25.83	25.60	1001.31
84.39	25.91	25.69	1001.31
85.38	26.00	25.77	1001.31
86.37	26.10	25.88	1001.31
87.37	26.13	25.96	1001.31
88.36	26.26	26.03	1001.31
89.34	26.30	26.08	1001.31
90.33	26.41	26.14	1001.31
91.31	26.55	26.25	999.79
92.30	26.64	26.34	1007.43
93.30	26.74	26.37	1001.31
94.28	26.86	26.50	1001.31
95.29	26.91	26.60	1001.31
96.29	27.02	26.72	1001.31
97.29	27.11	26.83	999.79
98.27	27.23	26.94	1001.31
99.26	27.31	27.01	1001.31
100.25	27.42	27.14	1001.31
101.25	27.50	27.23	1001.31
102.24	27.65	27.37	1001.31
103.23	27.74	27.45	1001.31
104.23	27.90	27.60	1001.31
105.23	27.95	27.72	1001.31
106.22	28.09	27.83	1001.31
107.22	28.23	27.95	1001.31
108.23	28.32	28.07	1001.31
109.22	28.40	28.16	1001.31
110.22	28.55	28.30	1001.31
111.22	28.68	28.43	1001.31
112.22	28.79	28.54	995.20
113.22	28.91	28.66	1001.31
114.22	29.03	28.78	1001.31
115.22	29.15	28.89	1001.31
116.22	29.33	29.04	1002.84
117.23	29.42	29.14	1001.31
118.22	29.58	29.29	1001.31
119.22	29.71	29.41	1001.31
120.23	29.82	29.50	1001.31
121.22	29.95	29.64	1001.31
122.23	30.08	29.76	1001.31
123.22	30.23	29.92	1001.31
124.22	30.36	30.06	1001.31
125.23	30.49	30.16	1001.31
126.23	30.61	30.32	1001.31
127.22	30.72	30.42	1001.31
128.22	30.85	30.53	999.79
129.23	30.98	30.65	1001.31
130.22	31.14	30.79	1001.31
