Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
131.22	31.26	30.93	1001.31
132.22	31.39	31.06	1001.31
133.23	31.49	31.19	1001.31
134.23	31.66	31.30	1001.31
135.23	31.79	31.42	1001.31
136.23	31.90	31.53	1001.31
137.23	32.03	31.67	1001.31
138.23	32.16	31.81	1001.31
139.23	32.28	31.91	1001.31
140.23	32.41	32.08	1001.31
141.23	32.56	32.21	1001.31
142.23	32.69	32.34	1001.31
143.23	32.80	32.47	1001.31
144.22	32.91	32.65	1001.31
145.22	33.06	32.74	1001.31
146.23	33.17	32.87	1001.31
147.22	33.32	33.03	1001.31
148.23	33.41	33.12	1001.31
149.23	33.53	33.23	1001.31
150.23	33.71	33.41	1001.31
151.23	33.77	33.47	1001.31
152.23	33.93	33.61	999.79
153.23	34.06	33.75	1001.31
154.23	34.20	33.85	1001.31
155.22	34.34	33.97	1001.31
156.23	34.46	34.10	1001.31
157.23	34.63	34.26	1001.31
158.23	34.74	34.38	1001.31
159.23	34.84	34.51	1001.31
160.23	35.00	34.67	1001.31
161.23	35.11	34.76	1001.31
162.23	35.24	34.93	1001.31
163.23	35.35	35.04	1001.31
164.23	35.46	35.15	995.20
165.23	35.63	35.27	999.79
166.23	35.75	35.42	1001.31
167.23	35.86	35.54	1001.31
168.23	36.00	35.65	1001.31
169.23	36.15	35.78	1001.31
170.23	36.31	35.94	1001.31
171.23	36.42	36.08	1001.31
172.23	36.56	36.18	1001.31
173.23	36.68	36.33	1001.31
174.23	36.84	36.50	1001.31
175.23	37.00	36.64	1001.31
176.23	37.10	36.75	1001.31
177.23	37.25	36.91	1001.31
178.23	37.39	37.05	1001.31
179.23	37.52	37.22	998.26
180.23	37.65	37.35	1001.31
181.23	37.77	37.50	1001.31
182.23	37.92	37.66	1001.31
183.23	38.04	37.80	1005.90
184.23	38.20	37.93	1001.31
185.23	38.37	38.06	993.67
186.23	38.50	38.17	1001.31
187.23	38.66	38.28	1002.84
188.23	38.81	38.42	1001.31
189.23	38.95	38.54	1001.31
190.23	39.11	38.68	1001.31
191.23	39.24	38.82	1001.31
192.23	39.37	38.93	999.79
193.23	39.50	39.11	1001.31
194.23	39.64	39.26	1001.31
195.23	39.80	39.47	1001.31
196.23	39.93	39.63	1010.48
197.23	40.09	39.77	1001.31
198.23	40.25	39.89	1001.31
199.23	40.40	40.02	1001.31
200.23	40.52	40.14	1001.31
201.23	40.63	40.26	1001.31
202.23	40.82	40.42	1001.31
203.23	40.93	40.53	1001.31
204.23	41.05	40.66	1001.31
205.23	41.21	40.80	1001.31
206.23	41.36	40.95	1001.31
207.23	41.51	41.07	999.79
208.23	41.67	41.22	1001.31
209.23	41.80	41.38	1001.31
210.23	41.94	41.55	1001.31
211.23	42.09	41.70	1001.31
212.23	42.22	41.80	1001.31
213.23	42.37	41.95	1001.31
214.23	42.50	42.07	1001.31
215.23	42.69	42.25	1001.31
216.23	42.81	42.42	1001.31
217.23	42.95	42.59	1001.31
218.23	43.10	42.72	1001.31
219.23	43.23	42.86	1001.31
220.23	43.34	43.00	1001.31
221.23	43.48	43.14	1001.31
222.23	43.63	43.25	1001.31
223.23	43.78	43.42	1001.31
224.23	43.93	43.55	1001.31
225.23	44.10	43.65	1001.31
226.23	44.22	43.78	1001.31
227.23	44.35	43.91	1001.31
228.23	44.47	44.06	1001.31
229.23	44.62	44.19	1001.31
230.23	44.75	44.35	1001.31
231.23	44.90	44.52	1001.31
232.23	45.04	44.66	1001.31
233.23	45.19	44.82	1001.31
234.23	45.35	44.94	1001.31
235.23	45.49	45.07	1001.31
236.23	45.64	45.17	1001.31
237.23	45.82	45.31	1001.31
238.23	45.95	45.45	1001.31
239.23	46.06	45.55	1001.31
240.23	46.22	45.68	1001.31
241.23	46.34	45.86	1001.31
242.23	46.49	46.01	1001.31
243.23	46.57	46.06	1001.31
244.23	46.78	46.25	1001.31
245.23	46.91	46.39	1001.31
246.23	47.05	46.52	1001.31
247.23	47.19	46.69	1001.31
248.23	47.31	46.85	1001.31
249.23	47.46	47.04	1001.31
250.23	47.61	47.18	999.79
251.23	47.74	47.31	1001.31
252.23	47.86	47.44	1001.31
253.23	48.02	47.60	1001.31
254.23	48.16	47.80	1001.31
255.23	48.30	47.92	1001.31
256.23	48.45	48.07	1001.31
257.23	48.56	48.20	1001.31
258.23	48.73	48.32	1001.31
259.23	48.86	48.46	1002.84
260.23	49.03	48.59	1001.31
261.23	49.14	48.71	1001.31
262.23	49.29	48.89	1001.31
263.23	49.41	49.03	1001.31
264.23	49.56	49.17	1001.31
265.23	49.69	49.34	1001.31
266.23	49.80	49.43	1001.31
267.23	49.99	49.63	1001.31
268.23	50.14	49.78	1001.31
269.23	50.24	49.91	1001.31
270.23	50.41	50.05	999.79
271.23	50.54	50.14	999.79
272.23	50.64	50.24	1001.31
273.23	50.82	50.38	1001.31
274.23	50.96	50.55	1001.31
275.23	51.09	50.69	1001.31
276.23	51.22	50.81	1001.31
277.23	51.37	50.94	1001.31
278.23	51.52	51.07	1001.31
279.23	51.63	51.17	1001.31
280.23	51.79	51.30	1004.37
281.23	51.96	51.44	1001.31
282.23	52.06	51.56	1001.31
283.23	52.19	51.69	1001.31
284.23	52.31	51.82	1001.31
285.23	52.47	51.93	1001.31
286.23	52.59	52.07	1001.31
287.23	52.75	52.21	1001.31
288.23	52.92	52.36	1001.31
289.23	52.98	52.47	999.79
290.23	53.15	52.64	1002.84
291.23	53.26	52.78	999.79
292.23	53.40	52.93	1001.31
293.23	53.55	53.05	1007.43
294.23	53.72	53.23	1001.31
295.23	53.82	53.35	1001.31
296.23	53.97	53.48	1001.31
297.23	54.15	53.62	999.79
298.23	54.29	53.75	1002.84
299.23	54.43	53.86	1001.31
300.23	54.54	53.96	1001.31
301.23	54.68	54.09	1001.31
302.23	54.83	54.23	999.79
303.23	54.95	54.41	1001.31
304.23	55.12	54.58	1001.31
305.23	55.22	54.69	1001.31
306.23	55.34	54.84	1001.31
307.23	55.47	55.01	1001.31
308.23	55.64	55.16	1001.31
309.23	55.73	55.31	1001.31
310.23	55.89	55.45	1001.31
311.23	56.03	55.57	999.79
312.23	56.16	55.75	1001.31
313.23	56.31	55.89	1001.31
314.23	56.46	56.01	1001.31
315.23	56.59	56.09	1001.31
316.23	56.71	56.16	1001.31
317.23	56.86	56.27	1001.31
318.23	56.95	56.40	1001.31
319.23	57.09	56.51	1001.31
320.23	57.27	56.68	999.79
321.23	57.42	56.80	1001.31
322.23	57.52	56.96	1001.31
323.23	57.66	57.13	1001.31
324.23	57.80	57.26	1001.31
325.23	57.97	57.41	1012.01
326.23	58.09	57.55	1001.31
327.23	58.22	57.70	1001.31
328.23	58.35	57.85	1001.31
329.23	58.45	58.00	1002.84
330.23	58.62	58.16	1001.31
331.23	58.76	58.28	1001.31
332.23	58.89	58.42	1001.31
333.23	59.02	58.55	1001.31
334.23	59.15	58.68	1001.31
335.23	59.30	58.81	1001.31
336.23	59.43	58.96	1001.31
337.23	59.50	59.04	1001.31
338.23	59.68	59.23	1001.31
339.23	59.77	59.29	1001.31
340.23	59.91	59.44	1001.31
341.23	60.09	59.61	1001.31
342.23	60.21	59.73	999.79
343.23	60.33	59.83	1001.31
344.23	60.48	59.94	1001.31
345.23	60.62	60.04	1001.31
346.23	60.78	60.16	1001.31
347.23	60.92	60.32	1001.31
348.23	61.03	60.44	1001.31
349.23	61.18	60.56	1001.31
350.23	61.25	60.73	1001.31
351.23	61.42	60.94	1001.31
352.23	61.53	61.04	1001.31
353.23	61.69	61.19	1002.84
354.23	61.82	61.33	1001.31
355.23	61.97	61.48	1001.31
356.23	62.09	61.61	1001.31
357.23	62.18	61.68	1001.31
358.23	62.32	61.82	1001.31
359.23	62.43	61.93	1001.31
360.23	62.60	62.08	1001.31
361.23	62.74	62.20	1001.31
362.23	62.87	62.31	1004.37
363.23	62.96	62.39	1001.31
364.23	63.11	62.56	1001.31
365.23	63.26	62.71	1001.31
366.23	63.40	62.83	1001.31
367.23	63.50	62.95	1001.31
368.23	63.64	63.11	1001.31
369.23	63.78	63.25	1001.31
370.23	63.89	63.37	1001.31
371.23	64.03	63.53	1001.31
372.23	64.15	63.64	1001.31
373.23	64.32	63.77	1001.31
374.23	64.40	63.89	1001.31
375.23	64.56	64.03	1001.31
376.23	64.69	64.18	1001.31
377.23	64.81	64.30	1001.31
378.23	64.95	64.45	998.26
379.23	65.09	64.62	995.20
380.23	65.23	64.75	1001.31
381.23	65.36	64.90	995.20
382.23	65.54	65.08	1001.31
383.23	65.60	65.14	1001.31
384.23	65.76	65.31	1001.31
385.23	65.86	65.40	1001.31
386.23	65.98	65.51	1001.31
387.23	66.13	65.66	1001.31
388.23	66.23	65.74	1001.31
389.23	66.36	65.83	1002.84
390.23	66.53	65.97	1001.31
391.23	66.64	66.07	1001.31
392.23	66.75	66.18	1001.31
393.23	66.93	66.33	1001.31
394.23	67.02	66.44	1001.31
395.23	67.14	66.57	1001.31
396.23	67.31	66.73	1001.31
397.23	67.40	66.85	1001.31
398.23	67.57	67.01	1001.31
399.23	67.65	67.13	1001.31
400.23	67.80	67.27	1001.31
401.23	67.94	67.42	1001.31
402.23	68.03	67.52	1001.31
403.23	68.19	67.64	1001.31
404.23	68.29	67.77	1001.31
405.23	68.37	67.90	1001.31
406.23	68.55	68.06	999.79
407.23	68.64	68.14	1001.31
408.23	68.81	68.29	1001.31
409.23	68.93	68.39	1001.31
410.23	69.04	68.50	1001.31
411.24	69.17	68.65	1001.31
412.23	69.31	68.77	996.73
413.23	69.43	68.94	1001.31
414.23	69.58	69.06	1001.31
415.23	69.68	69.20	1001.31
416.23	69.80	69.31	1001.31
417.23	69.93	69.46	1001.31
418.23	70.07	69.59	1001.31
419.23	70.17	69.71	1001.31
420.23	70.26	69.82	1001.31
421.23	70.43	69.98	1002.84
422.23	70.56	70.11	1001.31
423.23	70.71	70.25	720.16
424.23	70.84	70.39	356.48
