Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
189.44	23.48	23.10	749.19
190.44	23.64	23.22	749.19
191.44	23.78	23.31	747.66
192.44	24.00	23.55	749.19
193.44	24.10	23.61	749.19
194.44	24.23	23.74	749.19
195.44	24.37	23.88	750.72
196.44	24.55	24.09	752.24
197.44	24.70	24.25	749.19
198.44	24.88	24.44	749.19
199.44	25.02	24.55	749.19
200.44	25.20	24.74	749.19
201.44	25.28	24.83	749.19
202.44	25.44	25.05	744.60
203.44	25.60	25.22	749.19
204.44	25.75	25.39	749.19
205.44	25.91	25.52	749.19
206.44	26.00	25.62	750.72
207.44	26.14	25.76	749.19
208.44	26.27	25.97	749.19
209.44	26.45	26.18	749.19
210.44	26.54	26.30	749.19
211.44	26.75	26.48	749.19
212.44	26.86	26.55	749.19
213.44	27.05	26.72	749.19
214.44	27.17	26.80	750.72
215.44	27.32	26.91	749.19
216.44	27.51	27.02	749.19
217.44	27.61	27.11	749.19
218.44	27.74	27.24	749.19
219.44	27.91	27.37	750.72
220.44	28.03	27.58	749.19
221.44	28.16	27.76	749.19
222.44	28.37	27.96	743.08
223.44	28.49	28.10	749.19
224.44	28.65	28.27	749.19
225.44	28.75	28.39	750.72
226.44	28.94	28.56	749.19
227.44	29.05	28.71	747.66
228.44	29.18	28.87	749.19
229.44	29.32	28.99	749.19
230.44	29.49	29.14	749.19
231.44	29.64	29.31	749.19
232.44	29.77	29.43	756.83
233.45	29.94	29.58	749.19
234.44	30.08	29.72	749.19
235.44	30.22	29.81	747.66
236.44	30.40	29.97	749.19
237.45	30.56	30.14	747.66
238.44	30.70	30.29	750.72
239.44	30.88	30.46	749.19
240.44	31.02	30.62	749.19
241.44	31.12	30.76	749.19
242.44	31.29	30.92	749.19
243.44	31.44	31.02	743.08
244.44	31.56	31.08	749.19
245.44	31.73	31.24	747.66
246.44	31.86	31.37	749.19
247.44	32.00	31.51	749.19
248.44	32.16	31.66	749.19
249.44	32.31	31.82	744.60
250.44	32.44	31.96	749.19
251.44	32.59	32.18	749.19
252.44	32.73	32.31	750.72
253.44	32.88	32.48	750.72
254.45	32.99	32.64	749.19
255.44	33.16	32.79	749.19
256.44	33.36	32.98	747.66
257.45	33.46	33.06	749.19
258.44	33.58	33.17	749.19
259.45	33.76	33.34	747.66
260.44	33.91	33.43	747.66
261.44	34.01	33.55	750.72
262.44	34.17	33.69	747.66
263.44	34.32	33.86	749.19
264.44	34.46	34.00	755.30
265.44	34.59	34.16	749.19
266.45	34.74	34.31	749.19
267.45	34.85	34.47	749.19
268.44	35.01	34.63	749.19
269.45	35.18	34.77	749.19
270.44	35.35	34.94	747.66
271.45	35.49	35.09	749.19
272.44	35.62	35.20	750.72
273.44	35.71	35.35	749.19
274.44	35.88	35.49	749.19
275.44	36.01	35.64	749.19
276.44	36.16	35.74	752.24
277.44	36.31	35.87	749.19
278.44	36.46	36.03	749.19
279.44	36.59	36.10	750.72
280.44	36.78	36.30	749.19
281.45	36.92	36.48	749.19
282.44	37.02	36.58	747.66
283.45	37.23	36.77	749.19
284.45	37.36	36.93	749.19
285.44	37.50	37.05	749.19
286.44	37.64	37.15	749.19
287.44	37.83	37.30	749.19
288.45	37.93	37.39	749.19
289.44	38.03	37.50	749.19
290.45	38.17	37.66	749.19
291.45	38.36	37.82	749.19
292.44	38.50	37.99	756.83
293.44	38.63	38.13	749.19
294.45	38.79	38.31	743.08
295.44	38.91	38.44	755.30
296.44	39.05	38.63	749.19
297.44	39.19	38.74	749.19
298.44	39.34	38.89	749.19
299.45	39.47	39.08	749.19
300.44	39.62	39.19	749.19
301.44	39.80	39.35	749.19
302.45	39.97	39.45	749.19
303.44	40.10	39.58	749.19
304.44	40.24	39.66	749.19
305.44	40.39	39.79	749.19
306.44	40.51	39.95	749.19
307.44	40.68	40.15	749.19
308.44	40.83	40.32	749.19
309.44	40.93	40.42	749.19
310.45	41.09	40.58	747.66
311.44	41.22	40.72	749.19
312.44	41.34	40.87	749.19
313.44	41.50	40.99	749.19
314.44	41.60	41.18	749.19
315.45	41.75	41.29	749.19
316.44	41.91	41.50	749.19
317.44	42.07	41.63	749.19
318.44	42.19	41.74	749.19
319.45	42.35	41.95	750.72
320.45	42.46	42.07	749.19
321.44	42.60	42.23	749.19
322.44	42.76	42.34	749.19
323.44	42.85	42.49	750.72
324.44	42.96	42.63	749.19
325.44	43.16	42.76	749.19
326.44	43.29	42.85	750.72
327.44	43.44	43.02	747.66
328.45	43.60	43.17	750.72
329.44	43.71	43.25	750.72
330.44	43.90	43.44	749.19
331.44	44.05	43.64	749.19
332.44	44.16	43.78	749.19
333.44	44.28	43.90	752.24
334.44	44.44	44.08	750.72
335.45	44.57	44.17	749.19
336.44	44.72	44.30	749.19
337.45	44.88	44.40	750.72
338.44	44.98	44.50	749.19
339.44	45.13	44.65	749.19
340.45	45.26	44.80	749.19
341.45	45.39	44.93	749.19
342.44	45.52	45.03	747.66
343.45	45.68	45.21	750.72
344.45	45.83	45.39	749.19
345.44	45.92	45.54	749.19
346.45	46.09	45.70	749.19
347.44	46.22	45.89	747.66
348.45	46.35	46.02	749.19
349.44	46.51	46.15	749.19
350.45	46.63	46.34	750.72
351.44	46.78	46.49	749.19
352.45	46.92	46.58	749.19
353.45	47.04	46.67	749.19
354.44	47.17	46.80	749.19
355.45	47.34	46.96	749.19
356.44	47.44	47.02	750.72
357.45	47.63	47.16	749.19
358.45	47.80	47.28	749.19
359.44	47.95	47.37	750.72
360.44	48.07	47.50	749.19
361.45	48.20	47.64	749.19
362.45	48.30	47.76	749.19
363.45	48.44	47.92	749.19
364.45	48.60	48.08	749.19
365.44	48.73	48.21	749.19
366.45	48.86	48.39	749.19
367.45	48.96	48.49	749.19
368.45	49.11	48.67	749.19
369.45	49.23	48.79	750.72
370.45	49.36	48.96	749.19
371.45	49.48	49.12	749.19
372.45	49.63	49.26	749.19
373.44	49.80	49.40	749.19
374.45	49.97	49.55	749.19
375.45	50.10	49.67	749.19
376.45	50.22	49.78	749.19
377.44	50.35	49.92	749.19
378.44	50.47	50.04	749.19
379.45	50.61	50.18	749.19
380.45	50.75	50.31	749.19
381.45	50.90	50.49	749.19
382.45	51.03	50.60	750.72
383.45	51.18	50.70	749.19
384.45	51.33	50.83	749.19
385.45	51.45	50.93	749.19
386.44	51.60	51.08	749.19
387.45	51.75	51.21	749.19
388.44	51.89	51.35	749.19
389.45	52.04	51.52	749.19
390.45	52.16	51.69	749.19
391.45	52.32	51.87	749.19
392.44	52.46	52.00	749.19
393.45	52.58	52.13	750.72
394.45	52.72	52.28	749.19
395.44	52.82	52.37	747.66
396.45	52.97	52.48	749.19
397.45	53.10	52.62	749.19
398.45	53.23	52.71	749.19
399.45	53.37	52.84	749.19
400.45	53.55	52.99	750.72
401.45	53.69	53.08	749.19
402.45	53.80	53.22	749.19
403.45	53.97	53.40	747.66
404.45	54.10	53.53	750.72
405.45	54.20	53.65	749.19
406.45	54.35	53.81	755.30
407.45	54.45	53.93	749.19
408.45	54.61	54.05	749.19
409.45	54.75	54.21	749.19
410.45	54.89	54.36	749.19
411.45	55.02	54.49	761.41
412.45	55.17	54.69	749.19
413.45	55.31	54.81	749.19
414.45	55.45	54.90	749.19
415.45	55.59	55.10	749.19
416.45	55.75	55.24	749.19
417.45	55.86	55.36	749.19
418.45	55.99	55.45	749.19
419.45	56.13	55.57	749.19
420.45	56.23	55.70	749.19
421.45	56.34	55.84	749.19
422.45	56.52	55.98	749.19
423.45	56.64	56.14	749.19
424.45	56.78	56.31	749.19
425.45	56.92	56.46	749.19
426.45	57.04	56.59	749.19
427.45	57.17	56.72	749.19
428.45	57.29	56.86	749.19
429.45	57.46	57.02	749.19
430.45	57.53	57.11	749.19
431.45	57.72	57.24	747.66
432.45	57.83	57.37	749.19
433.45	57.97	57.49	749.19
434.45	58.11	57.60	749.19
435.45	58.28	57.73	749.19
436.45	58.40	57.87	749.19
437.45	58.53	58.04	749.19
438.45	58.66	58.22	747.66
439.45	58.79	58.34	747.66
440.45	58.93	58.44	749.19
441.45	59.08	58.55	744.60
442.45	59.19	58.68	749.19
443.45	59.33	58.79	747.66
444.45	59.49	58.89	749.19
445.45	59.61	58.96	749.19
446.45	59.72	59.08	749.19
447.45	59.86	59.23	747.66
448.45	60.00	59.39	750.72
449.45	60.12	59.52	750.72
450.45	60.26	59.64	749.19
451.45	60.35	59.74	750.72
452.45	60.52	59.90	749.19
453.45	60.68	60.03	749.19
454.45	60.78	60.18	749.19
455.45	60.89	60.31	749.19
456.45	60.99	60.43	749.19
457.45	61.15	60.62	749.19
458.45	61.26	60.73	752.24
459.45	61.38	60.87	749.19
460.45	61.56	61.04	749.19
461.45	61.67	61.15	747.66
462.45	61.79	61.28	749.19
463.45	61.89	61.38	750.72
464.45	62.03	61.53	750.72
465.45	62.19	61.68	749.19
466.45	62.31	61.83	749.19
467.45	62.45	61.97	749.19
468.45	62.62	62.12	749.19
469.45	62.71	62.24	749.19
470.45	62.83	62.39	749.19
471.45	63.00	62.54	747.66
472.45	63.13	62.70	749.19
473.45	63.22	62.78	749.19
474.45	63.44	62.94	749.19
475.45	63.53	63.04	750.72
476.45	63.63	63.10	750.72
477.45	63.77	63.26	749.19
478.45	63.90	63.38	750.72
479.45	64.04	63.53	749.19
480.45	64.14	63.63	749.19
481.45	64.27	63.78	744.60
482.45	64.41	63.89	749.19
483.45	64.56	64.01	749.19
484.45	64.68	64.12	750.72
485.45	64.83	64.26	749.19
486.45	64.93	64.37	749.19
487.45	65.06	64.51	749.19
488.45	65.16	64.64	749.19
489.45	65.28	64.75	747.66
490.45	65.39	64.91	749.19
491.45	65.53	65.07	749.19
492.45	65.65	65.19	749.19
493.45	65.80	65.35	749.19
494.45	65.92	65.44	749.19
495.45	66.00	65.55	749.19
496.45	66.12	65.66	749.19
497.45	66.26	65.81	750.72
498.45	66.41	65.93	749.19
499.45	66.55	66.04	749.19
500.45	66.71	66.18	749.19
501.45	66.84	66.32	749.19
502.45	66.97	66.39	750.72
503.45	67.10	66.54	749.19
504.45	67.18	66.64	749.19
505.45	67.32	66.79	747.66
506.45	67.48	66.94	749.19
507.45	67.62	67.08	749.19
508.45	67.74	67.21	749.19
509.45	67.85	67.34	749.19
510.45	67.98	67.47	749.19
511.45	68.12	67.59	749.19
512.45	68.21	67.72	749.19
513.45	68.33	67.86	749.19
514.45	68.46	68.00	747.66
515.45	68.60	68.15	750.72
516.45	68.70	68.26	749.19
517.45	68.82	68.38	749.19
518.45	68.96	68.50	749.19
519.45	69.07	68.63	749.19
520.45	69.23	68.79	750.72
521.45	69.32	68.91	749.19
522.45	69.44	69.05	749.19
523.45	69.54	69.17	750.72
524.45	69.67	69.27	749.19
525.45	69.81	69.37	749.19
526.45	69.92	69.48	750.72
527.45	70.02	69.55	749.19
528.45	70.16	69.69	755.30
529.45	70.29	69.81	747.66
530.45	70.42	69.96	741.55
