Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
159.10	32.96	33.41	244.94
160.10	33.12	33.52	246.47
161.10	33.22	33.59	243.41
162.10	33.41	33.79	246.47
163.10	33.67	33.98	246.47
164.10	33.91	34.06	244.94
165.10	34.22	34.15	244.94
166.10	34.38	34.26	246.47
167.10	34.54	34.45	244.94
168.10	34.67	34.56	243.41
169.10	34.83	34.59	246.47
170.10	34.90	34.61	246.47
171.10	34.93	34.64	244.94
172.10	35.00	34.71	246.47
173.10	35.28	34.84	244.94
174.10	35.54	35.03	244.94
175.10	35.71	35.30	246.47
176.10	35.78	35.58	246.47
177.10	35.87	35.80	243.41
178.10	35.93	35.95	246.47
179.10	36.03	36.06	246.47
180.10	36.10	36.14	246.47
181.10	36.23	36.25	251.05
182.10	36.43	36.37	246.47
183.10	36.67	36.58	246.47
184.10	36.95	36.91	246.47
185.10	37.21	37.17	246.47
186.10	37.40	37.40	247.99
187.10	37.51	37.59	246.47
188.10	37.66	37.69	246.47
189.10	37.77	37.72	246.47
190.10	37.91	37.83	247.99
191.10	38.07	37.94	246.47
192.10	38.21	37.99	246.47
193.10	38.38	38.03	244.94
194.10	38.58	38.07	246.47
195.10	38.80	38.09	246.47
196.10	39.05	38.17	246.47
197.10	39.29	38.25	246.47
198.10	39.43	38.32	246.47
199.10	39.57	38.48	244.94
200.10	39.73	38.70	244.94
201.10	39.83	38.90	246.47
202.10	39.96	39.13	246.47
203.10	40.06	39.36	244.94
204.10	40.23	39.47	246.47
205.10	40.40	39.56	246.47
206.10	40.61	39.78	244.94
207.10	40.69	39.96	246.47
208.10	40.77	40.21	246.47
209.10	40.86	40.45	244.94
210.10	40.94	40.50	246.47
211.10	41.08	40.56	246.47
212.10	41.22	40.74	244.94
213.10	41.36	40.91	246.47
214.10	41.44	41.10	246.47
215.10	41.51	41.26	244.94
216.10	41.50	41.46	244.94
217.10	41.53	41.61	244.94
218.10	41.62	41.74	246.47
219.10	41.76	41.83	246.47
220.10	41.90	42.06	246.47
221.10	42.02	42.31	246.47
222.10	42.25	42.57	246.47
223.10	42.54	42.67	246.47
224.10	42.88	42.78	246.47
225.10	43.18	42.90	244.94
226.10	43.48	42.99	244.94
227.10	43.79	43.08	246.47
228.10	43.93	43.07	243.41
229.10	44.00	43.10	246.47
230.10	44.11	43.21	246.47
231.10	44.12	43.39	244.94
232.10	44.10	43.59	246.47
233.10	44.11	43.92	246.47
234.10	44.13	44.21	244.94
235.10	44.18	44.39	246.47
236.10	44.19	44.44	246.47
237.10	44.31	44.55	246.47
238.10	44.40	44.62	246.47
239.10	44.59	44.65	246.47
240.10	44.98	44.79	246.47
241.10	45.31	44.92	244.94
242.10	45.64	44.97	244.94
243.10	46.08	45.10	246.47
244.10	46.52	45.37	244.94
245.10	46.63	45.61	246.47
246.10	46.61	45.71	246.47
247.10	46.56	45.78	246.47
248.10	46.49	45.73	246.47
249.10	46.48	45.72	244.94
250.10	46.53	45.79	246.47
251.10	46.54	46.00	246.47
252.10	46.61	46.24	234.24
253.10	46.73	46.44	244.94
254.10	46.82	46.56	246.47
255.10	46.95	46.74	244.94
256.10	47.05	46.94	246.47
257.10	47.13	47.13	246.47
258.10	47.20	47.34	246.47
259.10	47.28	47.58	244.94
260.10	47.41	47.79	246.47
261.10	47.57	47.97	249.52
262.10	47.78	48.12	246.47
263.10	48.01	48.18	244.94
264.10	48.23	48.23	246.47
265.10	48.47	48.28	246.47
266.10	48.59	48.26	244.94
267.10	48.71	48.40	246.47
268.10	48.81	48.59	246.47
269.10	48.88	48.79	246.47
270.10	48.96	48.98	240.35
271.10	49.02	49.10	244.94
272.10	49.17	49.25	246.47
273.10	49.28	49.38	246.47
274.10	49.41	49.56	246.47
275.10	49.53	49.68	244.94
276.10	49.62	49.76	246.47
277.10	49.77	49.86	244.94
278.10	49.91	49.98	246.47
279.10	50.09	50.19	246.47
280.10	50.27	50.30	246.47
281.10	50.45	50.50	244.94
282.10	50.52	50.57	246.47
283.10	50.62	50.63	246.47
284.10	50.79	50.77	244.94
285.10	50.90	50.89	244.94
286.10	51.13	51.14	246.47
287.10	51.33	51.27	244.94
288.10	51.44	51.30	249.52
289.10	51.59	51.41	244.94
290.10	51.75	51.57	246.47
291.10	51.97	51.75	244.94
292.10	52.14	51.91	244.94
293.10	52.25	52.03	243.41
294.10	52.32	52.15	246.47
295.10	52.42	52.23	244.94
296.10	52.59	52.38	246.47
297.10	52.82	52.56	246.47
298.10	53.04	52.82	246.47
299.10	53.18	52.98	246.47
300.10	53.28	53.09	246.47
301.10	53.33	53.10	246.47
302.10	53.45	53.15	246.47
303.10	53.55	53.21	246.47
304.10	53.67	53.34	244.94
305.10	53.85	53.42	246.47
306.10	54.02	53.50	246.47
307.10	54.23	53.66	246.47
308.10	54.38	53.77	246.47
309.10	54.60	53.88	246.47
310.10	54.92	53.97	244.94
311.10	55.29	54.11	244.94
312.10	55.61	54.23	246.47
313.10	55.81	54.33	247.99
314.10	55.90	54.46	246.47
315.10	55.98	54.81	246.47
316.10	56.00	55.05	246.47
317.10	56.12	55.27	244.94
318.10	56.25	55.42	246.47
319.10	56.33	55.55	246.47
320.10	56.42	55.73	246.47
321.10	56.51	55.80	244.94
322.10	56.62	55.81	246.47
323.10	56.63	55.82	246.47
324.10	56.72	55.87	246.47
325.10	56.79	55.91	246.47
326.10	56.94	55.97	244.94
327.10	57.06	56.14	247.99
328.10	57.20	56.39	257.16
329.10	57.30	56.56	246.47
330.10	57.40	56.71	246.47
331.10	57.51	56.87	246.47
332.10	57.69	57.02	246.47
333.10	57.98	57.14	244.94
334.10	58.35	57.26	246.47
335.10	58.64	57.40	244.94
336.10	58.80	57.57	244.94
337.10	58.92	57.79	244.94
338.10	58.93	58.01	246.47
339.10	59.00	58.22	246.47
340.10	59.03	58.30	244.94
341.10	59.20	58.38	246.47
342.10	59.37	58.45	246.47
343.10	59.56	58.57	246.47
344.10	59.71	58.68	246.47
345.10	59.87	58.84	231.19
346.10	59.98	58.99	246.47
347.10	60.26	59.13	246.47
348.10	60.72	59.24	244.94
349.10	61.09	59.35	246.47
350.10	61.30	59.41	246.47
351.10	61.44	59.56	246.47
352.10	61.45	59.74	246.47
353.10	61.62	59.97	246.47
354.10	61.69	60.13	246.47
355.10	61.75	60.28	246.47
356.10	61.82	60.48	244.94
357.10	61.94	60.58	244.94
358.10	62.07	60.65	244.94
359.10	62.23	60.79	246.47
360.10	62.32	60.90	246.47
361.10	62.46	61.01	241.88
362.10	62.62	61.14	246.47
363.10	62.80	61.27	246.47
364.10	62.95	61.36	246.47
365.10	63.08	61.54	246.47
366.10	63.08	61.71	238.83
367.10	63.10	61.94	246.47
368.10	63.09	62.09	246.47
369.10	63.12	62.19	244.94
370.10	63.22	62.26	246.47
371.10	63.39	62.33	246.47
372.10	63.53	62.41	246.47
373.10	63.62	62.55	244.94
374.10	63.67	62.72	246.47
375.10	63.76	62.91	246.47
376.10	64.02	63.06	243.41
377.10	64.31	63.20	246.47
378.10	64.47	63.30	247.99
379.10	64.54	63.54	244.94
380.10	64.60	63.75	246.47
381.10	64.64	63.94	246.47
382.10	64.74	64.16	244.94
383.10	64.85	64.29	246.47
384.10	65.11	64.47	244.94
385.10	65.32	64.50	247.99
386.10	65.56	64.51	246.47
387.10	65.89	64.55	246.47
388.10	66.16	64.56	246.47
389.10	66.26	64.54	247.99
390.10	66.40	64.62	246.47
391.10	66.31	64.69	246.47
392.10	66.28	64.92	244.94
393.10	66.28	65.10	244.94
394.10	66.37	65.24	246.47
395.10	66.47	65.35	244.94
396.10	66.49	65.49	244.94
397.10	66.55	65.68	235.77
398.10	66.60	65.78	246.47
399.10	66.64	65.96	246.47
400.10	66.71	66.13	244.94
401.10	66.80	66.35	246.47
402.10	66.88	66.60	246.47
403.10	66.96	66.80	246.47
404.10	67.06	66.98	243.41
405.10	67.09	67.04	246.47
406.10	67.21	67.14	244.94
407.10	67.35	67.22	246.47
408.10	67.57	67.24	246.47
409.10	67.73	67.22	246.47
410.10	67.92	67.27	246.47
411.10	68.22	67.35	246.47
412.10	68.47	67.47	240.35
413.10	68.60	67.69	246.47
414.10	68.69	67.93	246.47
415.10	68.65	68.13	246.47
416.10	68.68	68.27	246.47
417.10	68.75	68.41	246.47
418.10	68.93	68.52	246.47
419.10	69.10	68.62	246.47
420.10	69.33	68.78	246.47
421.10	69.57	68.90	246.47
422.10	69.92	69.10	249.52
423.10	70.20	69.29	246.47
424.10	70.45	69.43	246.47
425.10	70.59	69.59	246.47
426.10	70.73	69.72	244.94
427.10	70.83	69.66	244.94
428.10	70.88	69.62	246.47
429.10	70.85	69.61	235.77
430.10	70.85	69.65	246.47
431.10	70.90	69.75	246.47
432.10	70.89	69.83	246.47
433.10	70.97	70.02	246.47
434.10	70.94	70.09	246.47
435.10	70.91	70.10	246.47
436.10	70.91	70.27	246.47
437.10	70.88	70.46	244.94
438.10	70.85	70.69	3.51
