Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
6.23	21.85	21.83	3.51
7.22	21.87	21.83	3.51
8.21	21.87	21.86	-7.19
9.20	21.85	21.82	18.79
10.19	21.87	21.82	64.63
11.18	21.89	21.85	141.03
12.17	21.88	21.84	263.27
13.18	21.86	21.82	385.52
14.17	21.87	21.85	454.28
15.17	21.89	21.86	461.92
16.17	21.87	21.83	478.73
17.17	21.86	21.84	487.90
18.17	21.90	21.89	487.90
19.17	21.94	21.89	497.06
20.17	21.92	21.86	495.54
21.17	21.97	21.90	495.54
22.17	22.00	21.90	498.59
23.17	22.01	21.92	495.54
24.17	22.00	21.90	495.54
25.17	22.01	21.92	497.06
26.17	21.98	21.90	495.54
27.17	22.03	21.96	495.54
28.17	21.99	21.95	495.54
29.17	21.98	21.94	497.06
30.17	22.02	22.00	495.54
31.17	21.99	21.98	495.54
32.17	22.03	21.97	495.54
33.17	22.00	21.93	495.54
34.17	22.02	21.97	497.06
35.17	22.01	21.94	494.01
36.17	22.06	22.01	497.06
37.17	22.00	21.96	498.59
38.17	22.05	21.99	497.06
39.17	22.02	21.96	497.06
40.17	22.02	21.97	495.54
41.17	22.03	21.96	495.54
42.17	22.04	22.01	494.01
43.17	22.04	21.98	497.06
44.17	22.05	21.99	494.01
45.17	22.04	21.98	495.54
46.17	22.06	22.03	497.06
47.17	22.06	22.04	495.54
48.17	22.03	22.03	494.01
49.17	22.10	22.10	495.54
50.17	22.07	22.06	497.06
51.17	22.08	22.12	495.54
52.17	22.11	22.13	495.54
53.17	22.08	22.11	495.54
54.17	22.14	22.18	497.06
55.17	22.17	22.23	495.54
56.17	22.18	22.28	495.54
57.17	22.18	22.37	495.54
58.17	22.22	22.46	495.54
59.17	22.27	22.48	495.54
60.17	22.33	22.54	495.54
61.17	22.35	22.55	497.06
62.17	22.40	22.55	497.06
63.17	22.45	22.58	495.54
64.17	22.48	22.62	495.54
65.17	22.57	22.66	495.54
66.17	22.64	22.77	495.54
67.17	22.69	22.81	495.54
68.17	22.72	22.80	495.54
69.17	22.77	22.83	495.54
70.17	22.87	22.85	495.54
71.17	22.94	22.92	497.06
72.17	22.99	22.96	495.54
73.17	23.05	22.99	495.54
74.17	23.08	23.04	495.54
75.17	23.16	23.14	495.54
76.17	23.21	23.22	495.54
77.17	23.28	23.29	495.54
78.17	23.30	23.31	495.54
79.17	23.36	23.36	497.06
80.17	23.41	23.39	495.54
81.17	23.49	23.47	492.48
82.17	23.54	23.47	495.54
83.17	23.57	23.55	495.54
84.17	23.64	23.64	495.54
85.17	23.70	23.68	495.54
86.17	23.75	23.72	494.01
87.17	23.85	23.81	494.01
88.17	23.88	23.83	495.54
89.17	23.96	23.89	495.54
90.17	24.03	23.97	495.54
91.17	24.08	24.02	495.54
92.17	24.14	24.10	500.12
93.17	24.23	24.18	495.54
94.17	24.29	24.26	489.42
95.17	24.36	24.34	495.54
96.17	24.39	24.38	497.06
97.17	24.48	24.48	495.54
98.17	24.56	24.56	495.54
99.17	24.62	24.58	495.54
100.17	24.74	24.72	495.54
101.17	24.78	24.75	495.54
102.17	24.93	24.91	495.54
103.17	24.99	24.98	495.54
