Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
182.33	31.40	31.49	249.52
183.34	31.57	31.46	247.99
184.33	31.74	31.56	247.99
185.33	31.93	31.82	249.52
186.33	32.07	31.99	249.52
187.33	32.24	32.09	249.52
188.34	32.31	32.12	249.52
189.33	32.46	32.22	249.52
190.33	32.55	32.35	249.52
191.34	32.74	32.57	249.52
192.33	32.93	32.82	249.52
193.33	33.17	33.07	249.52
194.34	33.46	33.28	249.52
195.33	33.68	33.50	249.52
196.33	33.80	33.72	249.52
197.33	33.97	33.93	249.52
198.33	34.13	34.09	249.52
199.33	34.26	34.19	249.52
200.33	34.35	34.29	249.52
201.34	34.42	34.37	247.99
202.34	34.60	34.55	249.52
203.34	34.72	34.78	247.99
204.33	34.85	34.97	247.99
205.33	34.99	35.18	247.99
206.33	35.08	35.35	249.52
207.33	35.22	35.48	249.52
208.33	35.43	35.69	249.52
209.33	35.73	35.89	247.99
210.33	36.24	36.06	249.52
211.33	36.84	36.30	247.99
212.33	37.23	36.47	249.52
213.33	37.45	36.56	249.52
214.33	37.67	36.57	249.52
215.33	37.78	36.52	249.52
216.33	37.95	36.46	249.52
217.33	38.07	36.46	249.52
218.33	38.16	36.59	247.99
219.34	38.23	36.79	249.52
220.33	38.29	37.00	252.58
221.33	38.28	37.19	247.99
222.33	38.31	37.47	247.99
223.33	38.29	37.72	247.99
224.33	38.25	37.94	249.52
225.33	38.33	38.17	249.52
226.33	38.36	38.32	249.52
227.33	38.40	38.48	249.52
228.33	38.50	38.71	249.52
229.33	38.70	38.93	249.52
230.33	38.80	39.01	249.52
231.33	38.88	38.99	247.99
232.33	38.94	38.97	247.99
233.33	39.01	38.94	249.52
234.33	39.06	38.93	246.47
235.34	39.20	39.04	249.52
236.33	39.40	39.27	247.99
237.33	39.66	39.54	254.11
238.34	39.84	39.83	249.52
239.33	40.04	40.11	249.52
240.34	40.15	40.30	249.52
241.33	40.28	40.49	249.52
242.34	40.38	40.59	247.99
243.33	40.53	40.72	249.52
244.33	40.73	40.97	247.99
245.34	40.92	41.24	249.52
246.34	41.04	41.42	249.52
247.34	41.20	41.56	249.52
248.33	41.32	41.73	247.99
249.33	41.45	41.90	249.52
250.33	41.61	41.99	249.52
251.33	41.93	42.03	247.99
252.33	42.20	42.10	247.99
253.33	42.45	42.19	249.52
254.33	42.62	42.32	252.58
255.34	42.78	42.47	246.47
256.34	42.85	42.55	249.52
257.34	42.88	42.61	249.52
258.34	42.93	42.71	247.99
259.33	42.96	42.92	247.99
260.33	43.04	43.12	249.52
261.34	43.25	43.29	249.52
262.33	43.69	43.46	247.99
263.33	44.23	43.69	251.05
264.33	44.67	43.89	249.52
265.34	44.93	44.12	247.99
266.34	45.05	44.30	247.99
267.33	45.11	44.33	249.52
268.33	45.17	44.35	249.52
269.33	45.20	44.37	249.52
270.33	45.37	44.44	249.52
271.33	45.62	44.56	247.99
272.33	45.83	44.85	247.99
273.34	45.95	45.21	249.52
274.33	46.02	45.52	247.99
275.33	46.00	45.71	249.52
276.33	46.01	45.84	249.52
277.33	46.04	45.98	249.52
278.33	46.24	46.13	249.52
279.33	46.52	46.29	249.52
280.34	46.78	46.36	247.99
281.33	47.01	46.55	247.99
282.33	47.32	46.74	247.99
283.33	47.65	46.92	249.52
284.33	47.87	47.02	249.52
285.34	47.96	47.07	247.99
286.34	47.96	47.09	249.52
287.34	48.01	47.17	247.99
288.34	48.04	47.32	249.52
289.33	48.11	47.53	249.52
290.33	48.19	47.64	247.99
291.33	48.32	47.78	247.99
292.33	48.40	47.90	249.52
293.34	48.46	47.96	249.52
294.33	48.61	48.12	249.52
295.33	48.72	48.32	247.99
296.33	48.88	48.60	247.99
297.33	48.97	48.79	247.99
298.33	49.13	49.05	247.99
299.33	49.32	49.36	249.52
300.34	49.46	49.59	257.16
301.34	49.56	49.73	249.52
302.34	49.74	49.63	249.52
303.34	49.98	49.58	251.05
304.34	50.21	49.61	249.52
305.33	50.40	49.73	247.99
306.33	50.60	49.99	249.52
307.33	50.77	50.27	246.47
308.34	50.83	50.50	249.52
309.34	50.93	50.69	249.52
310.33	50.94	50.80	247.99
311.34	51.08	50.90	249.52
312.34	51.12	50.95	247.99
313.33	51.22	51.07	247.99
314.33	51.36	51.16	249.52
315.33	51.55	51.33	247.99
316.33	51.67	51.49	249.52
317.34	51.84	51.69	249.52
318.34	52.00	51.91	249.52
319.34	52.14	52.03	249.52
320.34	52.28	52.14	249.52
321.33	52.40	52.21	247.99
322.34	52.50	52.27	249.52
323.33	52.55	52.35	249.52
324.33	52.65	52.54	249.52
325.33	52.83	52.84	249.52
326.34	52.97	53.11	247.99
327.33	53.12	53.30	255.63
328.33	53.20	53.38	249.52
329.33	53.34	53.44	249.52
330.33	53.47	53.50	249.52
331.33	53.63	53.62	249.52
332.33	53.74	53.79	251.05
333.34	53.87	54.00	247.99
334.34	53.99	54.20	247.99
335.34	54.14	54.42	249.52
336.34	54.22	54.49	247.99
337.34	54.34	54.54	247.99
338.33	54.45	54.59	247.99
339.34	54.56	54.64	249.52
340.33	54.66	54.67	249.52
341.33	54.80	54.76	249.52
342.34	54.93	54.87	249.52
343.34	55.04	55.00	247.99
344.34	55.16	55.22	249.52
345.33	55.29	55.45	247.99
346.33	55.50	55.70	249.52
347.34	55.66	55.83	249.52
348.34	55.84	56.03	247.99
349.33	56.06	56.16	249.52
350.34	56.31	56.37	247.99
351.34	56.51	56.51	247.99
352.34	56.73	56.74	249.52
353.33	57.03	56.99	249.52
354.34	57.25	57.19	247.99
355.34	57.35	57.28	249.52
356.33	57.46	57.28	254.11
357.33	57.45	57.20	249.52
358.33	57.54	57.29	249.52
359.33	57.62	57.43	247.99
360.34	57.76	57.62	249.52
361.34	57.89	57.72	255.63
362.34	58.02	57.86	246.47
363.33	58.11	57.95	247.99
364.33	58.23	58.02	249.52
365.33	58.28	58.03	247.99
366.33	58.42	58.19	247.99
367.34	58.59	58.38	249.52
368.34	58.79	58.62	247.99
369.34	58.95	58.86	249.52
370.34	59.08	59.13	249.52
371.34	59.17	59.39	249.52
372.34	59.31	59.58	247.99
373.34	59.62	59.67	247.99
374.34	60.06	59.64	247.99
375.34	60.31	59.61	249.52
376.34	60.45	59.55	247.99
377.34	60.69	59.60	249.52
378.33	60.91	59.66	247.99
379.33	61.08	59.81	247.99
380.34	61.19	59.96	249.52
381.33	61.28	60.14	249.52
382.33	61.35	60.28	247.99
383.33	61.36	60.46	247.99
384.34	61.40	60.69	249.52
385.33	61.49	60.96	247.99
386.33	61.58	61.25	247.99
387.33	61.77	61.49	249.52
388.33	62.07	61.64	247.99
389.33	62.47	61.84	249.52
390.33	62.68	61.94	249.52
391.34	62.90	62.05	249.52
392.33	63.12	62.08	249.52
393.33	63.25	62.07	249.52
394.33	63.40	62.16	249.52
395.33	63.48	62.22	249.52
396.34	63.56	62.37	249.52
397.33	63.59	62.50	249.52
398.33	63.63	62.72	249.52
399.33	63.68	62.91	249.52
400.33	63.68	63.08	247.99
401.34	63.68	63.25	249.52
402.33	63.67	63.40	249.52
403.33	63.71	63.58	247.99
404.33	63.84	63.78	247.99
405.34	63.96	63.92	247.99
406.34	64.09	64.06	247.99
407.34	64.16	64.17	249.52
408.34	64.27	64.21	251.05
409.34	64.46	64.28	249.52
410.33	64.66	64.40	249.52
411.33	64.84	64.48	249.52
412.33	64.95	64.50	249.52
413.33	65.05	64.51	247.99
414.34	65.19	64.62	249.52
415.34	65.41	64.72	247.99
416.33	65.65	64.87	247.99
417.33	65.93	65.07	247.99
418.33	66.18	65.33	247.99
419.33	66.48	65.58	247.99
420.33	66.87	65.74	249.52
421.34	67.27	65.91	249.52
422.33	67.51	66.02	263.27
423.34	67.65	66.15	249.52
424.33	67.70	66.25	249.52
425.34	67.68	66.25	247.99
426.33	67.72	66.36	246.47
427.34	67.64	66.40	249.52
428.34	67.55	66.49	249.52
429.34	67.51	66.64	249.52
430.33	67.47	66.79	251.05
431.34	67.49	66.98	249.52
432.34	67.52	67.19	247.99
433.33	67.59	67.35	247.99
434.33	67.61	67.44	249.52
435.34	67.67	67.58	249.52
436.33	67.75	67.67	247.99
437.33	67.90	67.79	249.52
438.34	68.06	67.97	247.99
439.33	68.25	68.18	249.52
440.33	68.44	68.26	247.99
441.34	68.68	68.33	249.52
442.34	68.93	68.37	247.99
443.33	69.01	68.46	249.52
444.33	69.00	68.53	249.52
445.34	69.09	68.64	241.88
446.34	69.12	68.68	249.52
447.34	69.26	68.75	247.99
448.33	69.41	68.77	247.99
449.34	69.58	68.97	249.52
450.33	69.66	69.11	249.52
451.33	69.76	69.26	247.99
452.34	69.91	69.38	249.52
453.34	70.12	69.50	249.52
454.34	70.40	69.67	249.52
455.33	70.64	69.93	247.99
456.34	70.79	70.06	249.52
457.34	71.00	70.25	249.52
458.34	71.10	70.32	247.99
459.34	71.18	70.41	251.05
460.35	71.18	70.44	249.52
461.34	71.25	70.46	247.99
462.34	71.38	70.56	75.33
