Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
11.81	22.77	22.94	3.51
12.80	22.80	22.96	3.51
13.79	22.79	22.95	3.51
14.78	22.81	22.96	3.51
15.77	22.80	22.97	70.74
16.77	22.82	22.98	218.96
17.77	22.79	22.97	286.20
18.77	22.84	23.00	295.36
19.77	22.81	23.00	277.03
20.76	22.77	22.97	249.52
21.76	22.81	23.01	246.47
22.76	22.83	23.00	249.52
23.76	22.77	22.96	251.05
24.74	22.84	22.98	249.52
25.73	22.85	22.95	249.52
26.73	22.83	22.95	249.52
27.73	22.85	22.94	247.99
28.73	22.85	22.93	246.47
29.72	22.85	22.92	249.52
30.73	22.85	22.91	249.52
31.73	22.86	22.90	247.99
32.72	22.88	22.91	247.99
33.71	22.83	22.86	247.99
34.70	22.84	22.85	249.52
35.68	22.85	22.87	249.52
36.67	22.85	22.85	243.41
37.66	22.84	22.84	249.52
38.65	22.87	22.88	249.52
39.65	22.87	22.86	247.99
40.65	22.90	22.89	249.52
41.64	22.85	22.89	249.52
42.63	22.82	22.83	247.99
43.63	22.84	22.89	249.52
44.63	22.85	22.85	247.99
45.63	22.86	22.87	249.52
46.62	22.83	22.87	247.99
47.62	22.86	22.90	249.52
48.62	22.89	22.89	249.52
49.62	22.89	22.90	249.52
50.62	22.86	22.86	249.52
51.62	22.86	22.88	249.52
52.62	22.86	22.88	249.52
53.62	22.89	22.90	247.99
54.61	22.87	22.95	247.99
55.60	22.87	22.98	246.47
56.59	22.89	23.01	249.52
57.59	22.88	23.04	247.99
58.58	22.89	23.09	249.52
59.57	22.87	23.13	249.52
60.55	22.91	23.22	247.99
61.55	22.91	23.27	255.63
62.55	22.92	23.33	247.99
63.55	22.92	23.37	249.52
64.55	22.98	23.39	247.99
65.56	22.97	23.37	249.52
66.56	22.98	23.39	247.99
67.56	23.02	23.43	249.52
68.55	23.03	23.43	247.99
69.54	23.12	23.50	249.52
70.53	23.15	23.52	249.52
71.53	23.20	23.56	249.52
72.52	23.19	23.58	251.05
73.52	23.23	23.61	247.99
74.52	23.27	23.70	247.99
75.52	23.32	23.70	247.99
76.52	23.29	23.64	247.99
77.50	23.30	23.65	251.05
78.50	23.33	23.68	247.99
79.49	23.41	23.79	247.99
80.49	23.44	23.81	249.52
81.49	23.43	23.85	249.52
82.49	23.48	23.90	247.99
83.49	23.53	23.97	249.52
84.48	23.61	24.03	247.99
85.48	23.64	24.05	249.52
86.46	23.67	24.07	247.99
87.46	23.73	24.11	249.52
88.46	23.76	24.15	247.99
89.44	23.81	24.21	249.52
90.43	23.82	24.21	249.52
91.43	23.89	24.27	247.99
92.42	23.98	24.32	247.99
93.41	24.04	24.34	249.52
94.41	24.09	24.38	247.99
95.41	24.12	24.42	247.99
96.41	24.16	24.45	247.99
97.41	24.23	24.51	247.99
98.40	24.31	24.58	249.52
99.39	24.32	24.60	249.52
100.38	24.32	24.60	249.52
101.36	24.35	24.66	249.52
102.35	24.39	24.74	249.52
103.35	24.46	24.76	249.52
104.35	24.55	24.80	249.52
105.35	24.63	24.81	249.52
106.35	24.70	24.82	251.05
107.35	24.71	24.83	249.52
108.35	24.82	24.85	247.99
109.35	24.84	24.91	249.52
110.35	24.90	24.91	247.99
111.35	24.92	24.95	247.99
112.35	24.94	24.96	249.52
113.35	25.01	24.98	247.99
114.34	25.07	24.99	249.52
115.34	25.15	25.07	249.52
116.33	25.23	25.12	247.99
117.33	25.32	25.22	249.52
118.34	25.42	25.36	247.99
119.33	25.53	25.44	249.52
120.33	25.54	25.52	249.52
121.33	25.63	25.68	249.52
122.33	25.66	25.79	249.52
123.34	25.71	25.88	249.52
124.33	25.76	25.92	249.52
125.33	25.85	25.97	249.52
126.33	25.88	25.93	249.52
127.33	25.96	25.94	247.99
128.33	26.00	25.89	249.52
129.33	26.06	25.92	249.52
130.33	26.10	25.95	249.52
131.33	26.14	26.04	249.52
132.33	26.19	26.07	249.52
133.33	26.16	26.15	255.63
134.33	26.21	26.24	249.52
135.33	26.25	26.35	247.99
136.33	26.38	26.52	249.52
137.33	26.52	26.70	251.05
138.33	26.66	26.89	249.52
139.33	26.81	27.01	249.52
140.33	26.87	27.07	247.99
141.33	27.02	27.19	247.99
142.33	27.12	27.30	249.52
143.33	27.16	27.35	255.63
144.33	27.23	27.39	249.52
145.33	27.23	27.35	249.52
146.33	27.29	27.40	249.52
147.33	27.33	27.43	249.52
148.33	27.36	27.53	247.99
149.33	27.38	27.69	247.99
150.34	27.47	27.84	247.99
151.34	27.56	27.99	247.99
152.33	27.59	28.03	247.99
153.33	27.76	28.17	247.99
154.33	27.85	28.23	249.52
155.33	27.91	28.32	249.52
156.33	27.98	28.47	249.52
157.33	28.06	28.60	247.99
158.33	28.11	28.75	247.99
159.33	28.21	28.96	249.52
160.33	28.32	29.21	247.99
161.33	28.39	29.31	249.52
162.33	28.47	29.35	249.52
163.33	28.55	29.37	249.52
164.33	28.65	29.34	249.52
165.34	28.79	29.36	247.99
166.33	28.97	29.44	249.52
167.33	29.10	29.56	249.52
168.33	29.26	29.70	249.52
169.33	29.40	29.86	254.11
170.33	29.60	30.02	247.99
171.33	29.79	30.16	249.52
172.33	29.90	30.24	249.52
173.33	29.98	30.33	247.99
174.33	30.13	30.47	249.52
175.34	30.18	30.68	247.99
176.33	30.38	30.86	247.99
177.33	30.55	31.09	247.99
178.33	30.70	31.25	249.52
179.33	30.83	31.40	247.99
180.34	30.93	31.45	249.52
181.33	31.14	31.47	249.52
