Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
9.62	20.73	20.73	3.51
10.62	20.75	20.75	3.51
11.60	20.75	20.73	3.51
12.59	20.73	20.72	3.51
13.59	20.72	20.73	47.82
14.59	20.73	20.74	128.81
15.59	20.75	20.74	182.29
16.59	20.74	20.73	237.30
17.57	20.73	20.73	312.17
18.55	20.69	20.69	377.88
19.54	20.75	20.75	428.30
20.54	20.72	20.74	490.95
21.52	20.72	20.71	532.21
22.52	20.72	20.72	581.10
23.51	20.74	20.78	630.00
24.51	20.74	20.80	686.54
25.51	20.77	20.79	746.13
26.51	20.73	20.76	781.28
27.49	20.76	20.79	808.78
28.50	20.76	20.79	822.53
29.49	20.77	20.81	827.12
30.49	20.74	20.77	882.13
31.48	20.80	20.82	898.94
32.48	20.81	20.81	943.25
33.48	20.83	20.85	967.70
34.48	20.77	20.80	972.28
35.48	20.80	20.84	989.09
36.47	20.81	20.83	998.26
37.46	20.80	20.82	998.26
38.44	20.80	20.79	996.73
39.43	20.81	20.84	998.26
40.42	20.77	20.80	998.26
41.41	20.84	20.83	998.26
42.40	20.80	20.80	998.26
43.40	20.79	20.82	1004.37
44.39	20.84	20.86	996.73
45.39	20.83	20.81	998.26
46.39	20.85	20.85	993.67
47.38	20.85	20.85	998.26
48.38	20.85	20.85	998.26
49.38	20.80	20.83	1002.84
50.38	20.82	20.83	998.26
51.38	20.83	20.83	999.79
52.38	20.86	20.84	999.79
53.37	20.83	20.85	998.26
54.37	20.84	20.84	999.79
55.37	20.85	20.86	998.26
56.37	20.87	20.87	998.26
57.37	20.84	20.87	996.73
58.37	20.86	20.86	998.26
59.37	20.87	20.84	998.26
60.37	20.86	20.84	998.26
61.37	20.87	20.86	998.26
62.37	20.94	20.90	998.26
63.37	20.90	20.85	998.26
64.37	20.95	20.92	998.26
65.37	21.00	20.96	998.26
66.37	20.99	20.93	998.26
67.37	20.99	20.97	998.26
68.37	21.05	21.01	998.26
69.37	21.06	21.02	998.26
70.37	21.13	21.09	998.26
71.37	21.15	21.08	998.26
