Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
6.88	20.46	20.43	3.51
7.87	20.47	20.39	3.51
8.86	20.47	20.39	3.51
9.86	20.47	20.39	1.98
10.85	20.50	20.39	3.51
11.84	20.48	20.37	3.51
12.83	20.48	20.37	11.15
13.83	20.53	20.41	61.57
14.82	20.51	20.40	115.06
15.81	20.52	20.42	179.23
16.80	20.51	20.41	241.88
17.80	20.49	20.38	293.84
18.80	20.52	20.41	336.62
19.80	20.51	20.38	408.44
20.79	20.52	20.40	463.45
21.78	20.49	20.42	512.34
22.78	20.48	20.48	558.18
23.78	20.50	20.53	597.91
24.78	20.57	20.60	648.34
25.77	20.59	20.63	694.18
26.77	20.66	20.69	723.21
27.77	20.69	20.76	744.60
28.75	20.72	20.79	750.72
29.75	20.75	20.77	750.72
30.75	20.83	20.86	750.72
31.76	20.83	20.88	750.72
32.75	20.89	20.90	750.72
33.75	20.95	20.95	750.72
34.75	20.91	20.94	750.72
35.74	21.00	21.01	750.72
36.74	21.02	21.01	750.72
37.74	21.06	21.06	750.72
38.72	21.07	21.11	750.72
39.72	21.09	21.15	749.19
40.72	21.14	21.18	749.19
41.72	21.20	21.20	750.72
42.72	21.19	21.14	750.72
43.70	21.33	21.26	750.72
44.69	21.33	21.27	750.72
45.69	21.34	21.29	750.72
46.69	21.45	21.37	750.72
47.69	21.45	21.36	750.72
48.69	21.48	21.35	750.72
49.69	21.54	21.43	750.72
50.69	21.55	21.46	753.77
51.69	21.61	21.57	750.72
52.69	21.65	21.56	753.77
53.69	21.71	21.62	750.72
54.69	21.72	21.63	750.72
55.69	21.75	21.64	750.72
56.68	21.82	21.73	750.72
57.68	21.84	21.75	750.72
58.68	21.86	21.77	750.72
59.67	21.93	21.79	750.72
60.67	22.00	21.85	747.66
61.66	22.04	21.89	750.72
62.66	22.06	21.97	750.72
63.65	22.14	22.01	750.72
64.64	22.18	22.05	750.72
65.63	22.19	22.08	749.19
66.62	22.21	22.09	750.72
67.61	22.31	22.16	750.72
68.61	22.35	22.21	750.72
69.60	22.41	22.27	750.72
70.60	22.49	22.32	750.72
71.60	22.52	22.35	750.72
72.59	22.60	22.45	750.72
73.58	22.64	22.45	750.72
74.56	22.71	22.50	752.24
75.55	22.76	22.57	749.19
76.55	22.82	22.60	750.72
77.53	22.90	22.69	750.72
78.52	22.95	22.73	750.72
79.52	22.98	22.76	750.72
80.52	23.10	22.87	750.72
81.52	23.12	22.89	749.19
82.50	23.21	22.96	750.72
83.49	23.24	22.97	752.24
84.49	23.33	23.05	750.72
85.49	23.42	23.14	750.72
86.49	23.41	23.25	750.72
87.49	23.52	23.28	750.72
88.49	23.62	23.35	750.72
89.49	23.70	23.41	750.72
90.49	23.74	23.47	750.72
91.48	23.82	23.52	750.72
92.47	23.90	23.63	750.72
93.47	23.93	23.69	752.24
94.47	24.01	23.75	750.72
95.47	24.11	23.81	750.72
96.47	24.20	23.87	752.24
97.47	24.26	23.93	750.72
98.45	24.34	24.02	750.72
99.44	24.43	24.08	750.72
100.44	24.50	24.16	750.72
101.44	24.59	24.23	750.72
102.44	24.61	24.27	750.72
103.44	24.73	24.37	750.72
104.43	24.81	24.44	750.72
105.43	24.90	24.54	750.72
106.42	25.01	24.64	750.72
107.42	25.12	24.72	750.72
108.42	25.19	24.79	750.72
109.41	25.24	24.84	750.72
110.40	25.35	24.94	752.24
111.39	25.45	25.03	750.72
112.39	25.54	25.14	750.72
113.38	25.63	25.27	750.72
114.38	25.73	25.34	752.24
115.38	25.80	25.40	750.72
116.38	25.91	25.49	750.72
117.38	26.01	25.58	750.72
118.38	26.15	25.69	749.19
119.38	26.28	25.79	750.72
120.38	26.36	25.88	750.72
121.38	26.42	25.94	749.19
122.38	26.52	26.04	750.72
123.38	26.67	26.23	750.72
124.38	26.79	26.29	744.60
125.38	26.89	26.39	750.72
126.38	27.04	26.53	750.72
127.38	27.09	26.62	750.72
128.38	27.23	26.81	749.19
129.38	27.39	26.93	750.72
130.38	27.52	27.07	750.72
131.38	27.60	27.19	750.72
132.38	27.72	27.36	747.66
133.38	27.85	27.51	750.72
134.38	28.04	27.62	750.72
135.38	28.11	27.69	750.72
136.38	28.20	27.81	750.72
137.38	28.31	27.88	750.72
138.38	28.47	28.05	750.72
139.38	28.56	28.08	752.24
140.38	28.67	28.21	752.24
141.38	28.84	28.31	750.72
142.38	29.00	28.46	750.72
143.38	29.13	28.60	750.72
144.38	29.31	28.76	750.72
145.38	29.39	28.83	750.72
146.38	29.54	28.95	750.72
147.38	29.71	29.07	750.72
148.38	29.83	29.23	750.72
149.38	29.96	29.42	752.24
150.38	30.10	29.60	750.72
151.38	30.26	29.74	750.72
152.38	30.42	29.90	750.72
153.38	30.56	30.02	750.72
154.38	30.73	30.15	750.72
