Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
18.79	30.32	29.03	3.51
19.78	30.31	29.05	3.51
20.77	30.28	29.04	3.51
21.75	30.32	29.05	3.51
22.74	30.32	29.02	3.51
23.73	30.32	29.01	3.51
24.71	30.32	29.01	3.51
25.69	30.34	28.96	3.51
26.68	30.34	28.97	3.51
27.66	30.34	28.99	3.51
28.65	30.33	29.01	3.51
29.63	30.32	29.03	40.18
30.61	30.33	29.07	92.14
31.60	30.36	29.08	156.31
32.58	30.36	29.04	208.27
33.57	30.42	29.01	249.52
34.55	30.42	28.94	296.89
35.54	30.43	28.88	358.01
36.52	30.47	28.86	408.44
37.51	30.52	28.82	490.95
38.50	30.53	28.76	533.74
39.50	30.50	28.73	594.86
40.50	30.50	28.85	657.51
41.50	30.44	28.63	695.71
42.50	30.36	28.41	749.19
43.50	30.34	28.33	746.13
44.50	30.24	28.28	746.13
45.50	30.09	28.38	747.66
46.50	30.03	28.54	747.66
47.50	29.94	28.74	747.66
48.50	29.87	28.84	747.66
49.50	29.75	28.99	743.08
50.50	29.69	29.08	746.13
51.50	29.61	29.10	747.66
52.50	29.55	29.13	741.55
53.50	29.52	29.19	747.66
54.50	29.48	29.18	747.66
55.50	29.43	29.19	747.66
56.50	29.37	29.20	746.13
57.50	29.39	29.24	747.66
58.50	29.32	29.22	747.66
59.50	29.35	29.27	747.66
60.50	29.33	29.28	747.66
61.50	29.28	29.24	747.66
62.50	29.27	29.23	747.66
63.50	29.26	29.24	747.66
64.50	29.27	29.26	747.66
65.50	29.25	29.23	747.66
66.50	29.31	29.30	755.30
67.50	29.27	29.27	747.66
68.50	29.28	29.30	747.66
69.50	29.28	29.30	747.66
70.50	29.32	29.36	747.66
71.50	29.30	29.32	749.19
72.50	29.31	29.35	747.66
73.50	29.34	29.38	747.66
74.50	29.37	29.42	747.66
75.50	29.37	29.40	749.19
76.50	29.41	29.47	747.66
77.50	29.43	29.48	747.66
78.50	29.47	29.52	747.66
79.50	29.47	29.52	747.66
80.50	29.57	29.61	752.24
81.50	29.57	29.63	747.66
82.50	29.62	29.68	747.66
83.50	29.66	29.71	749.19
84.50	29.67	29.74	749.19
85.50	29.74	29.78	747.66
86.50	29.76	29.79	749.19
87.50	29.80	29.82	747.66
88.50	29.86	29.88	747.66
89.50	29.90	29.91	747.66
90.50	29.93	29.93	747.66
91.50	29.95	29.95	747.66
92.50	30.03	30.02	747.66
93.50	30.06	30.09	747.66
94.50	30.12	30.13	747.66
95.50	30.15	30.14	747.66
96.50	30.17	30.20	747.66
97.50	30.22	30.23	747.66
98.50	30.28	30.28	747.66
99.50	30.34	30.34	747.66
100.50	30.38	30.39	747.66
101.50	30.45	30.45	749.19
102.50	30.51	30.48	747.66
103.50	30.58	30.55	747.66
104.50	30.63	30.58	747.66
105.50	30.69	30.69	747.66
106.50	30.74	30.70	747.66
107.50	30.80	30.77	747.66
108.50	30.85	30.81	747.66
109.50	30.92	30.85	747.66
110.50	30.99	30.92	747.66
111.50	31.06	31.00	747.66
112.50	31.11	31.07	747.66
113.50	31.17	31.16	747.66
114.50	31.26	31.23	747.66
115.50	31.30	31.28	747.66
116.50	31.41	31.34	747.66
117.50	31.44	31.36	749.19
118.50	31.52	31.44	747.66
119.50	31.60	31.50	747.66
120.50	31.67	31.56	747.66
121.50	31.76	31.62	741.55
122.50	31.83	31.73	747.66
123.50	31.88	31.74	747.66
124.50	31.95	31.85	747.66
125.50	32.07	31.92	747.66
126.50	32.15	32.01	747.66
127.50	32.22	32.05	747.66
128.50	32.27	32.15	747.66
129.50	32.36	32.24	747.66
130.50	32.45	32.27	744.60
131.50	32.57	32.41	747.66
132.50	32.65	32.46	747.66
133.50	32.74	32.55	747.66
134.50	32.86	32.64	747.66
135.50	32.92	32.71	747.66
136.50	32.99	32.82	747.66
137.50	33.17	32.97	747.66
138.50	33.23	33.04	747.66
139.50	33.31	33.11	747.66
140.50	33.45	33.21	747.66
141.50	33.54	33.29	747.66
142.50	33.62	33.38	755.30
143.50	33.74	33.50	747.66
144.50	33.82	33.68	747.66
145.50	33.96	33.81	747.66
146.50	34.05	33.84	747.66
147.50	34.17	33.94	749.19
148.50	34.31	34.04	747.66
149.50	34.41	34.14	747.66
150.50	34.51	34.20	750.72
151.50	34.69	34.32	744.60
152.50	34.81	34.47	749.19
153.50	34.91	34.61	747.66
154.50	35.04	34.73	750.72
155.50	35.17	34.79	747.66
156.50	35.24	34.83	756.83
157.50	35.43	35.00	747.66
158.50	35.55	35.12	746.13
159.50	35.69	35.27	747.66
160.50	35.81	35.41	747.66
161.50	35.96	35.56	749.19
162.50	36.10	35.71	747.66
163.50	36.26	35.89	747.66
164.50	36.32	36.00	750.72
165.50	36.52	36.17	747.66
166.50	36.61	36.28	747.66
167.50	36.77	36.40	747.66
168.50	36.89	36.46	747.66
169.50	37.06	36.62	747.66
170.50	37.19	36.72	747.66
171.50	37.33	36.85	747.66
172.50	37.48	36.97	747.66
173.50	37.60	37.12	747.66
