Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
389.50	35.02	34.88	249.52
390.50	35.19	35.07	249.52
391.50	35.31	35.22	251.05
392.50	35.42	35.40	251.05
393.50	35.54	35.62	251.05
394.50	35.73	35.89	251.05
395.50	35.90	36.09	249.52
396.50	36.10	36.22	251.05
397.50	36.33	36.37	249.52
398.50	36.53	36.52	249.52
399.50	36.71	36.55	249.52
400.50	36.80	36.62	249.52
401.50	36.84	36.63	251.05
402.50	36.90	36.73	249.52
403.50	36.87	36.74	251.05
404.50	36.87	36.81	249.52
405.50	36.85	36.99	249.52
406.50	36.85	37.23	249.52
407.50	36.91	37.47	249.52
408.50	36.97	37.70	249.52
409.50	37.04	37.90	251.05
410.50	37.19	38.06	249.52
411.50	37.33	38.25	249.52
412.50	37.49	38.31	249.52
413.50	37.78	38.40	249.52
414.50	38.08	38.51	249.52
415.50	38.29	38.55	249.52
416.50	38.49	38.60	251.05
417.50	38.61	38.60	249.52
418.50	38.70	38.61	249.52
419.50	38.74	38.62	249.52
420.50	38.78	38.67	249.52
421.50	38.83	38.72	251.05
422.50	38.89	38.82	249.52
423.50	38.92	38.84	251.05
424.50	38.98	38.93	251.05
425.50	39.05	38.99	249.52
426.50	39.21	39.12	251.05
427.50	39.30	39.19	249.52
428.50	39.40	39.36	249.52
429.50	39.49	39.58	249.52
430.50	39.58	39.77	251.05
431.50	39.68	39.95	251.05
432.50	39.81	40.11	251.05
433.50	40.11	40.39	251.05
434.50	40.43	40.55	249.52
435.50	40.85	40.59	251.05
436.50	41.16	40.58	249.52
437.50	41.36	40.60	249.52
438.50	41.47	40.62	251.05
439.50	41.48	40.73	249.52
440.50	41.56	40.85	251.05
441.50	41.64	41.05	249.52
442.50	41.78	41.19	251.05
443.50	41.97	41.31	251.05
444.50	42.20	41.56	251.05
445.50	42.34	41.76	243.41
446.50	42.40	41.92	249.52
447.50	42.49	42.10	249.52
448.50	42.58	42.26	251.05
449.50	42.74	42.48	255.63
450.50	42.92	42.73	249.52
451.50	43.09	42.92	249.52
452.50	43.28	43.13	252.58
453.50	43.37	43.21	249.52
454.50	43.49	43.20	249.52
455.50	43.60	43.16	249.52
456.50	43.65	43.08	251.05
457.50	43.74	43.02	249.52
458.50	43.89	43.07	249.52
459.50	44.13	43.13	251.05
460.50	44.39	43.30	251.05
461.50	44.61	43.57	251.05
462.50	44.85	43.91	249.52
463.50	45.02	44.19	249.52
464.50	45.22	44.43	251.05
465.50	45.33	44.59	251.05
466.50	45.42	44.73	251.05
467.50	45.48	44.87	249.52
468.50	45.67	45.05	251.05
469.50	45.88	45.31	249.52
470.50	45.93	45.44	251.05
471.50	46.04	45.64	251.05
472.50	46.06	45.83	252.58
473.50	46.10	45.98	249.52
474.50	46.17	46.14	254.11
475.50	46.26	46.26	249.52
476.50	46.31	46.40	249.52
477.50	46.34	46.55	249.52
478.50	46.45	46.82	254.11
479.50	46.49	47.00	251.05
480.50	46.55	47.17	249.52
481.50	46.63	47.31	249.52
482.50	46.74	47.44	249.52
483.50	46.85	47.57	251.05
484.50	47.14	47.62	249.52
485.50	47.48	47.65	249.52
486.50	47.87	47.77	249.52
487.50	48.15	47.77	249.52
488.50	48.41	47.89	249.52
489.50	48.55	47.97	251.05
490.50	48.60	48.01	249.52
491.50	48.70	48.09	251.05
492.50	48.77	48.15	249.52
493.50	48.84	48.23	249.52
494.50	48.88	48.31	254.11
495.50	48.87	48.42	251.05
496.50	48.90	48.61	246.47
497.50	48.92	48.81	249.52
498.50	49.01	49.00	249.52
499.50	49.24	49.19	249.52
500.50	49.59	49.28	249.52
501.50	49.85	49.41	249.52
502.50	50.11	49.56	249.52
503.50	50.42	49.75	249.52
504.50	50.64	49.83	249.52
505.50	50.76	49.89	249.52
506.50	50.86	49.99	251.05
507.50	50.90	50.05	251.05
508.50	50.97	50.12	251.05
509.50	50.97	50.16	249.52
510.50	51.02	50.20	249.52
511.50	51.03	50.26	249.52
512.50	51.06	50.36	249.52
513.50	51.08	50.48	251.05
514.50	51.16	50.61	249.52
515.50	51.20	50.74	251.05
516.50	51.34	50.91	249.52
517.50	51.44	51.08	251.05
518.50	51.52	51.26	251.05
519.50	51.66	51.51	249.52
520.50	51.85	51.76	249.52
521.50	52.22	51.98	251.05
522.50	52.57	52.25	249.52
523.50	52.82	52.55	249.52
524.50	53.01	52.76	249.52
525.50	53.12	52.85	249.52
526.50	53.24	52.94	251.05
527.50	53.37	53.07	251.05
528.50	53.52	53.20	249.52
529.50	53.58	53.40	249.52
530.50	53.55	53.60	249.52
531.50	53.59	53.84	251.05
532.50	53.62	54.03	251.05
533.50	53.69	54.19	249.52
534.50	53.75	54.28	249.52
535.50	53.83	54.35	251.05
536.50	53.93	54.40	249.52
537.50	54.00	54.44	249.52
538.50	54.12	54.51	249.52
539.50	54.38	54.60	249.52
540.50	54.73	54.80	249.52
541.50	55.05	55.07	244.94
542.50	55.41	55.25	249.52
543.50	55.71	55.29	249.52
544.50	55.91	55.24	251.05
545.50	56.04	55.14	251.05
546.50	56.17	55.10	249.52
547.50	56.20	55.06	249.52
548.50	56.27	55.11	249.52
549.50	56.27	55.17	251.05
550.50	56.37	55.36	249.52
551.50	56.52	55.61	249.52
552.50	56.55	55.79	251.05
553.50	56.59	56.01	251.05
554.50	56.63	56.22	251.05
555.50	56.66	56.43	249.52
556.50	56.78	56.53	249.52
557.50	57.13	56.65	249.52
558.50	57.56	56.90	249.52
559.50	57.94	57.15	249.52
560.50	58.20	57.28	249.52
561.50	58.44	57.40	247.99
562.50	58.66	57.45	249.52
563.50	58.83	57.48	247.99
564.50	58.86	57.49	251.05
565.50	58.77	57.47	251.05
566.50	58.71	57.50	249.52
567.50	58.66	57.65	247.99
568.50	58.64	57.91	249.52
569.50	58.56	58.15	251.05
570.51	58.54	58.35	249.52
571.50	58.56	58.61	251.05
572.50	58.61	58.74	251.05
573.50	58.70	58.85	249.52
574.50	58.88	58.97	251.05
575.50	59.16	59.01	251.05
576.50	59.51	59.19	249.52
577.50	59.80	59.28	249.52
578.50	59.97	59.31	249.52
579.50	60.10	59.31	249.52
580.50	60.18	59.36	249.52
581.50	60.26	59.48	249.52
582.50	60.36	59.59	251.05
583.50	60.41	59.63	249.52
584.50	60.43	59.67	251.05
585.50	60.48	59.77	251.05
586.50	60.54	59.92	249.52
587.50	60.61	60.07	249.52
588.50	60.76	60.19	249.52
589.50	60.86	60.23	249.52
590.50	61.00	60.33	251.05
591.50	61.06	60.38	252.58
592.50	61.16	60.56	251.05
593.50	61.22	60.73	251.05
594.50	61.34	60.94	246.47
595.50	61.51	61.12	251.05
596.50	61.69	61.26	251.05
597.50	61.97	61.37	249.52
598.50	62.25	61.54	249.52
599.50	62.41	61.64	249.52
600.50	62.52	61.75	249.52
601.50	62.62	61.90	251.05
602.50	62.72	62.01	251.05
603.50	62.80	62.13	249.52
604.50	62.94	62.22	249.52
605.50	63.02	62.30	251.05
606.50	63.09	62.33	249.52
607.50	63.13	62.45	251.05
608.50	63.24	62.63	249.52
609.50	63.45	62.78	251.05
610.50	63.76	62.94	249.52
611.50	64.08	63.15	252.58
612.50	64.32	63.40	251.05
613.50	64.48	63.61	251.05
614.50	64.58	63.80	249.52
615.50	64.66	63.92	249.52
616.50	64.71	64.03	249.52
617.50	64.77	64.07	249.52
618.50	64.82	64.06	249.52
619.50	64.80	64.06	251.05
620.50	64.89	64.15	249.52
621.50	64.92	64.20	249.52
622.50	65.02	64.28	251.05
623.50	65.10	64.32	249.52
624.50	65.15	64.46	249.52
625.50	65.26	64.72	249.52
626.50	65.33	64.92	249.52
627.50	65.31	65.06	249.52
628.50	65.45	65.32	251.05
629.50	65.65	65.48	251.05
630.50	65.91	65.65	251.05
631.50	66.15	65.88	251.05
632.50	66.41	66.09	251.05
633.50	66.79	66.27	251.05
634.50	67.10	66.34	246.47
635.50	67.35	66.43	249.52
636.50	67.51	66.40	249.52
637.50	67.63	66.35	249.52
638.50	67.79	66.37	249.52
639.50	67.89	66.49	249.52
640.50	68.00	66.69	249.52
641.50	68.01	66.83	249.52
642.50	68.05	66.95	251.05
643.50	68.05	66.97	241.88
644.50	68.06	67.08	246.47
645.50	68.07	67.23	249.52
646.50	68.06	67.37	251.05
647.51	68.14	67.52	249.52
648.51	68.31	67.65	251.05
649.50	68.54	67.84	249.52
650.50	68.70	67.93	249.52
651.50	68.90	68.02	249.52
652.50	69.08	68.12	251.05
653.50	69.25	68.22	249.52
654.50	69.35	68.33	252.58
655.50	69.40	68.43	251.05
656.50	69.41	68.52	251.05
657.51	69.43	68.66	251.05
658.50	69.43	68.78	251.05
659.50	69.46	68.91	249.52
660.50	69.43	68.98	249.52
661.50	69.46	69.13	251.05
662.50	69.51	69.22	251.05
663.50	69.60	69.30	249.52
664.50	69.67	69.42	251.05
665.50	69.82	69.55	249.52
666.51	69.95	69.70	252.58
667.50	70.07	69.86	251.05
668.50	70.20	69.98	249.52
669.50	70.34	70.12	251.05
670.50	70.50	70.29	251.05
671.50	70.66	70.36	249.52
672.50	70.88	70.44	251.05
