Time (sec)	Outer Temperature (C) 	Center Temperature (C)	Stirrer Speed  (rpm)	
77.36	24.11	24.14	254.11
78.36	24.16	24.18	254.11
79.35	24.19	24.23	252.58
80.35	24.17	24.28	252.58
81.35	24.26	24.42	254.11
82.35	24.37	24.56	254.11
83.35	24.37	24.64	252.58
84.35	24.46	24.69	254.11
85.35	24.52	24.72	252.58
86.35	24.57	24.74	252.58
87.35	24.61	24.75	249.52
88.35	24.67	24.81	254.11
89.35	24.76	24.87	252.58
90.35	24.83	24.97	254.11
91.35	24.91	25.11	254.11
92.35	24.93	25.19	254.11
93.35	24.99	25.33	254.11
94.35	25.09	25.35	254.11
95.35	25.19	25.37	254.11
96.35	25.39	25.34	252.58
97.35	25.54	25.34	252.58
98.35	25.66	25.41	252.58
99.35	25.79	25.57	254.11
100.35	25.85	25.68	252.58
101.35	25.92	25.79	252.58
102.35	25.99	25.82	252.58
103.35	26.02	25.91	254.11
104.35	26.06	25.94	254.11
105.35	26.10	26.04	254.11
106.35	26.24	26.23	251.05
107.35	26.34	26.40	254.11
108.35	26.48	26.55	252.58
109.35	26.65	26.68	254.11
110.35	26.71	26.82	254.11
111.35	26.79	26.85	252.58
112.35	26.84	26.87	254.11
113.35	26.91	26.84	254.11
114.35	26.99	26.96	254.11
115.35	27.00	26.99	252.58
116.35	27.08	27.18	254.11
117.35	27.23	27.39	252.58
118.35	27.37	27.54	254.11
119.35	27.52	27.69	252.58
120.35	27.73	27.83	255.63
121.35	27.91	27.98	254.11
122.35	28.05	28.11	254.11
123.35	28.20	28.26	254.11
124.35	28.28	28.37	254.11
125.35	28.39	28.46	252.58
126.35	28.53	28.48	254.11
127.35	28.72	28.57	252.58
128.35	28.84	28.65	252.58
129.35	28.95	28.78	251.05
130.35	29.01	28.87	254.11
131.35	29.04	28.99	252.58
132.35	29.13	29.21	254.11
133.35	29.21	29.36	254.11
134.35	29.29	29.45	254.11
135.35	29.47	29.61	254.11
136.35	29.60	29.67	254.11
137.35	29.70	29.81	254.11
138.35	29.92	29.97	254.11
139.35	30.12	30.12	254.11
140.35	30.31	30.28	254.11
141.35	30.47	30.44	254.11
142.35	30.58	30.55	254.11
143.35	30.62	30.58	254.11
144.35	30.72	30.62	252.58
145.35	30.74	30.66	254.11
146.35	30.80	30.76	246.47
147.35	30.87	30.83	255.63
148.35	30.90	30.88	252.58
149.35	31.02	31.03	252.58
150.35	31.17	31.17	254.11
151.35	31.36	31.31	252.58
152.35	31.50	31.50	254.11
153.35	31.67	31.70	254.11
154.35	31.89	31.90	254.11
155.35	32.20	32.07	254.11
156.35	32.66	32.30	254.11
157.35	33.10	32.46	252.58
158.35	33.38	32.56	251.05
159.35	33.51	32.63	252.58
160.35	33.60	32.62	254.11
161.35	33.66	32.69	254.11
162.35	33.74	32.79	254.11
163.35	33.76	32.87	254.11
164.35	33.76	33.01	254.11
165.35	33.83	33.22	254.11
166.35	33.91	33.43	252.58
167.35	33.98	33.60	254.11
168.35	34.06	33.75	254.11
169.35	34.14	33.89	254.11
170.35	34.26	34.14	252.58
171.35	34.40	34.44	257.16
172.35	34.73	34.75	254.11
173.35	35.16	34.99	254.11
174.35	35.56	35.09	254.11
175.35	35.83	35.19	252.58
176.35	35.98	35.21	254.11
177.35	36.04	35.20	252.58
178.35	36.13	35.24	254.11
179.35	36.18	35.33	254.11
180.35	36.22	35.42	254.11
181.35	36.24	35.55	254.11
182.36	36.33	35.75	254.11
183.36	36.36	35.89	252.58
184.35	36.47	36.08	254.11
185.35	36.48	36.18	254.11
186.35	36.59	36.37	254.11
187.35	36.69	36.60	255.63
188.35	36.80	36.82	252.58
189.35	36.94	37.12	254.11
190.35	37.03	37.29	252.58
191.35	37.20	37.42	254.11
192.35	37.37	37.52	252.58
193.35	37.53	37.67	254.11
194.35	37.63	37.75	254.11
195.35	37.75	37.83	254.11
196.35	37.95	37.95	254.11
197.35	38.16	38.05	252.58
198.35	38.37	38.13	254.11
199.35	38.57	38.23	254.11
200.35	38.84	38.39	252.58
201.35	39.04	38.55	252.58
202.35	39.23	38.73	252.58
203.35	39.35	38.92	252.58
204.35	39.50	39.15	252.58
205.35	39.64	39.36	254.11
206.35	39.86	39.58	254.11
207.35	40.19	39.79	254.11
208.35	40.43	39.94	251.05
209.35	40.62	40.09	254.11
210.35	40.81	40.23	254.11
211.35	40.91	40.31	254.11
212.35	40.99	40.42	254.11
213.35	41.04	40.52	254.11
214.35	41.05	40.59	252.58
215.35	41.10	40.78	252.58
216.35	41.10	40.90	254.11
217.35	41.20	41.01	252.58
218.35	41.43	41.12	254.11
219.35	41.74	41.21	254.11
220.35	42.11	41.30	254.11
221.35	42.45	41.42	254.11
222.35	42.66	41.56	254.11
223.35	42.77	41.77	254.11
224.35	42.79	41.99	252.58
225.35	42.80	42.19	252.58
226.35	42.88	42.41	254.11
227.36	43.05	42.63	254.11
228.36	43.43	42.83	252.58
229.35	43.67	42.93	252.58
230.35	43.83	43.07	254.11
231.35	43.87	43.07	254.11
232.35	43.89	43.20	254.11
233.35	43.87	43.32	254.11
234.35	43.85	43.44	254.11
235.35	43.89	43.60	254.11
236.35	43.99	43.82	252.58
237.35	44.02	43.96	254.11
238.35	44.10	44.13	252.58
239.35	44.21	44.24	252.58
240.35	44.36	44.37	252.58
241.35	44.62	44.47	254.11
242.35	45.07	44.63	254.11
243.35	45.44	44.86	252.58
244.35	45.75	45.17	254.11
245.35	46.00	45.42	254.11
246.35	46.17	45.66	252.58
247.35	46.24	45.82	254.11
248.35	46.40	45.89	252.58
249.35	46.61	45.96	252.58
250.35	46.79	45.99	252.58
251.35	46.94	46.12	254.11
252.35	47.12	46.24	252.58
253.35	47.24	46.41	252.58
254.35	47.36	46.62	252.58
255.35	47.40	46.83	254.11
256.35	47.45	47.01	254.11
257.35	47.51	47.16	254.11
258.35	47.58	47.27	252.58
259.35	47.74	47.39	252.58
260.35	47.89	47.54	254.11
261.35	48.09	47.69	254.11
262.36	48.29	47.87	252.58
263.35	48.41	47.98	246.47
264.35	48.59	48.08	252.58
265.35	48.66	48.13	254.11
266.35	48.77	48.22	254.11
267.35	48.80	48.24	254.11
268.35	48.86	48.34	254.11
269.35	48.93	48.56	254.11
270.35	49.02	48.81	252.58
271.35	49.12	49.02	252.58
272.35	49.26	49.14	254.11
273.35	49.43	49.34	254.11
274.36	49.52	49.40	254.11
275.35	49.68	49.55	254.11
276.35	49.76	49.65	252.58
277.35	49.93	49.78	252.58
278.35	50.15	50.01	254.11
279.35	50.25	50.21	252.58
280.35	50.38	50.47	249.52
281.35	50.48	50.67	252.58
282.35	50.60	50.85	252.58
283.35	50.72	50.92	254.11
284.35	50.90	50.95	254.11
285.35	50.99	50.96	254.11
286.35	51.13	50.97	252.58
287.35	51.22	51.01	252.58
288.35	51.33	51.09	254.11
289.35	51.40	51.12	254.11
290.35	51.56	51.25	252.58
291.35	51.70	51.34	254.11
292.35	51.94	51.62	254.11
293.35	52.15	51.90	254.11
294.35	52.35	52.14	252.58
295.35	52.53	52.32	249.52
296.35	52.70	52.53	252.58
297.35	52.90	52.73	254.11
298.35	53.03	52.92	252.58
299.35	53.24	53.06	254.11
300.35	53.45	53.10	264.80
301.36	53.72	53.20	254.11
302.35	53.87	53.32	254.11
303.35	54.11	53.49	252.58
304.35	54.29	53.59	252.58
305.35	54.41	53.63	252.58
306.35	54.59	53.72	254.11
307.35	54.67	53.81	252.58
308.36	54.75	53.88	254.11
309.35	54.84	53.97	254.11
310.35	54.90	54.12	252.58
311.35	54.97	54.26	254.11
312.35	55.07	54.50	254.11
313.35	55.14	54.79	257.16
314.35	55.20	55.05	252.58
315.36	55.27	55.22	254.11
316.36	55.45	55.46	254.11
317.36	55.59	55.57	255.63
318.35	55.82	55.57	252.58
319.35	56.06	55.65	254.11
320.35	56.22	55.69	252.58
321.35	56.43	55.79	252.58
322.35	56.56	55.89	252.58
323.35	56.76	55.98	254.11
324.36	56.89	56.16	254.11
325.35	57.00	56.36	252.58
326.35	57.05	56.63	252.58
327.36	57.25	56.84	252.58
328.35	57.45	56.99	252.58
329.36	57.73	57.13	254.11
330.36	58.03	57.35	254.11
331.36	58.26	57.57	254.11
332.36	58.41	57.69	254.11
333.35	58.42	57.73	252.58
334.35	58.45	57.87	254.11
335.35	58.49	57.98	252.58
336.35	58.47	58.01	254.11
337.36	58.50	58.06	252.58
338.36	58.55	58.14	254.11
339.36	58.65	58.23	254.11
340.35	58.81	58.32	254.11
341.35	58.96	58.41	254.11
342.35	59.15	58.55	252.58
343.36	59.28	58.71	254.11
344.36	59.33	58.82	254.11
345.35	59.38	58.94	254.11
346.36	59.50	59.22	252.58
347.36	59.58	59.44	254.11
348.35	59.74	59.62	254.11
349.36	59.80	59.74	252.58
350.36	59.98	59.94	254.11
351.36	60.14	60.10	252.58
352.36	60.29	60.20	266.33
353.35	60.39	60.27	252.58
354.35	60.49	60.33	254.11
355.36	60.61	60.38	258.69
356.35	60.85	60.49	254.11
357.36	61.06	60.67	252.58
358.36	61.17	60.86	252.58
359.36	61.32	61.20	252.58
360.35	61.34	61.37	251.05
361.35	61.43	61.51	252.58
362.36	61.54	61.61	252.58
363.36	61.68	61.68	252.58
364.35	61.80	61.82	254.11
365.35	62.10	61.99	254.11
366.35	62.39	62.16	252.58
367.36	62.62	62.37	252.58
368.36	62.80	62.54	254.11
369.35	62.94	62.66	254.11
370.35	63.02	62.61	254.11
371.36	63.14	62.60	252.58
372.36	63.23	62.65	254.11
373.36	63.30	62.85	252.58
374.36	63.36	63.00	252.58
375.36	63.47	63.18	252.58
376.36	63.63	63.37	254.11
377.36	63.85	63.54	254.11
378.36	64.12	63.68	254.11
379.36	64.38	63.76	254.11
380.36	64.57	63.86	254.11
381.36	64.74	64.00	254.11
382.36	64.84	64.16	254.11
383.36	64.95	64.32	252.58
384.36	65.01	64.43	254.11
385.36	65.07	64.56	252.58
386.36	65.17	64.62	252.58
387.36	65.25	64.70	252.58
388.36	65.37	64.81	254.11
389.36	65.58	64.93	254.11
390.36	65.77	64.98	252.58
391.36	66.00	65.02	254.11
392.36	66.22	65.12	254.11
393.36	66.37	65.29	252.58
394.36	66.45	65.38	252.58
395.36	66.43	65.55	254.11
396.36	66.40	65.79	252.58
397.36	66.45	66.01	254.11
398.36	66.57	66.22	261.75
399.36	66.69	66.35	254.11
400.36	66.85	66.45	254.11
401.36	67.03	66.47	254.11
402.36	67.26	66.52	252.58
403.36	67.38	66.60	254.11
404.36	67.42	66.67	254.11
405.36	67.57	66.80	252.58
406.36	67.62	66.83	254.11
407.36	67.72	66.96	252.58
408.36	67.74	67.08	254.11
409.36	67.78	67.17	251.05
410.36	67.78	67.28	254.11
411.36	67.87	67.44	254.11
412.36	67.94	67.55	254.11
413.36	68.10	67.76	252.58
414.36	68.22	67.93	254.11
415.36	68.41	68.13	252.58
416.36	68.63	68.35	252.58
417.36	68.76	68.49	252.58
418.36	68.94	68.53	252.58
419.36	69.08	68.47	252.58
420.36	69.33	68.51	254.11
421.36	69.48	68.58	254.11
422.36	69.62	68.67	252.58
423.36	69.72	68.90	252.58
424.36	69.79	69.15	252.58
425.36	69.86	69.28	254.11
426.36	69.94	69.45	254.11
427.36	70.03	69.61	254.11
428.36	70.14	69.77	252.58
429.36	70.26	69.87	254.11
430.36	70.55	69.98	252.58
431.36	70.74	70.05	252.58
432.36	70.83	70.13	254.11
433.36	70.85	70.23	252.58
434.36	70.84	70.36	115.06
